"","V1","X2.5..","X97.5..","variable"
"hasInsuranceinsured4",0.470929221418488,0.267025929954104,0.83053481594069,"dependence"
"marStatmarried4",0.752230500968224,0.506314848270071,1.11758667264105,"dependence"
"metro4",0.900871474037179,0.640221581009697,1.26763832524044,"dependence"
"incomeF20k-49k4",1.02100271795069,0.715634475350691,1.45667458174349,"dependence"
"incomeF50k-74k4",1.04439477545297,0.620561008405479,1.7577005841797,"dependence"
"incomeF75k+4",0.581632353752483,0.305065480664044,1.10892977532324,"dependence"
"healthFair/Poor4",4.063486250987,2.20548289379104,7.48675972887632,"dependence"
"healthGood4",2.58639347190794,1.42079643433032,4.70822633692842,"dependence"
"healthVery Good4",2.19073380335984,1.2835783953038,3.73901166827254,"dependence"
"(Intercept)5",0.279871826506525,0.0867606358486009,0.902808497263468,"srcOneDoc"
"sexMen5",0.862533411046533,0.641525411467987,1.15967952613003,"srcOneDoc"
"employmentemployed part time5",0.719961995728749,0.478056124039978,1.08427703197957,"srcOneDoc"
"employmentother5",1.20605803555476,0.828760878091879,1.75512143922043,"srcOneDoc"
"employmentunemployed5",0.593762967798988,0.37034189586117,0.95197023579969,"srcOneDoc"
"edFhigh school grad5",0.729266855580252,0.458585293692918,1.15971914922339,"srcOneDoc"
"edFless than high school5",0.639170994796131,0.37139066716076,1.10002645923204,"srcOneDoc"
"edFsome col/assoc dg5",0.774490234796301,0.532764644726584,1.12589138512122,"srcOneDoc"
"raceBlack5",1.244301549514,0.562160299090541,2.75417233950484,"srcOneDoc"
"racehispanic5",0.764812047644475,0.341917434281256,1.71075648555837,"srcOneDoc"
"racemore than one5",1.62486611120992,0.585241885615616,4.51127977038286,"srcOneDoc"
"raceNative Am/AK/pac isl5",0.561337453527305,0.208963848582867,1.50791507176689,"srcOneDoc"
"raceNHW5",0.787787883276935,0.353433102214367,1.75594686844453,"srcOneDoc"
"age22-295",1.08160453919667,0.684111213577552,1.7100558447113,"srcOneDoc"
"age30-495",1.32481137515158,0.802776305255198,2.1863191131097,"srcOneDoc"
"age50+5",1.94013048842691,1.0798257853851,3.48584592354523,"srcOneDoc"
"hasInsuranceinsured5",1.41379302775494,0.871203265488383,2.2943104146975,"srcOneDoc"
"marStatmarried5",1.50472150640268,1.09555829130636,2.06669679723834,"srcOneDoc"
"metro5",1.560756414102,1.0722115960631,2.27190285304206,"srcOneDoc"
"incomeF20k-49k5",0.708899097551276,0.491999105612784,1.02142041474466,"srcOneDoc"
"incomeF50k-74k5",0.667016807102724,0.418948185049619,1.06197242722228,"srcOneDoc"
"incomeF75k+5",0.826552425689373,0.548782906834892,1.24491653056995,"srcOneDoc"
"healthFair/Poor5",1.19343130198076,0.729430203820626,1.95259020683183,"srcOneDoc"
"healthGood5",1.17342415065154,0.773625184426748,1.77983378133248,"srcOneDoc"
"healthVery Good5",1.25713674295581,0.807264691279913,1.95771326005084,"srcOneDoc"
"(Intercept)6",0.00122361992135647,8.99580537762623e-06,0.166438206373857,"srcMultDocs"
"sexMen6",0.926621058017303,0.431421080100722,1.99022862990525,"srcMultDocs"
"employmentemployed part time6",0.749301529666922,0.112478841013008,4.99163022400149,"srcMultDocs"
"employmentother6",0.457363401799624,0.0881961697005506,2.37177285607698,"srcMultDocs"
"employmentunemployed6",0.819568517999862,0.157488218471491,4.26503367817372,"srcMultDocs"
"edFhigh school grad6",0.182046609810627,0.0332238332918346,0.997505852272849,"srcMultDocs"
"edFless than high school6",0.667837611068258,0.138475230800474,3.22084370019936,"srcMultDocs"
"edFsome col/assoc dg6",0.295232321971112,0.0719229914774537,1.21188123777885,"srcMultDocs"
"raceBlack6",0.677452196370782,0.0411139655392331,11.1626663190553,"srcMultDocs"
"racehispanic6",0.581317178080051,0.0345192682033354,9.78959517740591,"srcMultDocs"
"racemore than one6",0.203721262819502,0.00673165818307469,6.16524960062907,"srcMultDocs"
"raceNative Am/AK/pac isl6",0.639766507849727,0.0195366883726008,20.9503871260115,"srcMultDocs"
"raceNHW6",0.207629409370186,0.0154158348544513,2.79647336926188,"srcMultDocs"
"age22-296",0.0442520078565114,0.0101097491786355,0.193698198118605,"srcMultDocs"
"age30-496",0.246794980826194,0.0838787673363854,0.726140410680314,"srcMultDocs"
"age50+6",1.12012454606253,0.359004798846345,3.49488085597651,"srcMultDocs"
"hasInsuranceinsured6",1.47625517363704,0.37974205441771,5.7389728431102,"srcMultDocs"
"marStatmarried6",0.171357499027275,0.0337315286855207,0.870502868299797,"srcMultDocs"
"metro6",1.99504527765878,0.507934747564132,7.83605705062743,"srcMultDocs"
"incomeF20k-49k6",34.2641513033087,5.46915860251064,214.664110124195,"srcMultDocs"
"incomeF50k-74k6",5.97717645556232,0.778532249909905,45.8897346706741,"srcMultDocs"
"incomeF75k+6",10.2261327107674,1.0702159823337,97.7127906370775,"srcMultDocs"
"healthFair/Poor6",24.7980211878976,2.8737180024306,213.988239039216,"srcMultDocs"
"healthGood6",14.6917372194274,1.67295140139647,129.021764974483,"srcMultDocs"
"healthVery Good6",5.73847555832488,0.663121022498861,49.6592637184092,"srcMultDocs"
"(Intercept)7",0.0120425872966212,0.00136551121242455,0.106204846563833,"srcDrugDeal"
"sexMen7",1.55537958423716,1.00312370698046,2.41167229348402,"srcDrugDeal"
"employmentemployed part time7",0.974177473841817,0.485432323747295,1.95500320871682,"srcDrugDeal"
"employmentother7",0.859692610994079,0.426351943294137,1.73347722936949,"srcDrugDeal"
"employmentunemployed7",1.3055352389489,0.70200445993049,2.4279365124064,"srcDrugDeal"
"edFhigh school grad7",9.58422476720011,2.80548551667154,32.742056176142,"srcDrugDeal"
"edFless than high school7",10.7014227233507,2.86972574584399,39.906408641905,"srcDrugDeal"
"edFsome col/assoc dg7",5.95172638655156,1.79944087627281,19.6855853656865,"srcDrugDeal"
"raceBlack7",0.985879393343021,0.256017982868656,3.79644495018556,"srcDrugDeal"
"racehispanic7",1.62540777316493,0.404605875722934,6.52968873559846,"srcDrugDeal"
"racemore than one7",2.03061954508125,0.363489860040488,11.3439635878885,"srcDrugDeal"
"raceNative Am/AK/pac isl7",1.41887553113387,0.217856295526849,9.24098965321066,"srcDrugDeal"
"raceNHW7",1.87573751929323,0.522137202705784,6.73844197090642,"srcDrugDeal"
"age22-297",1.06380352466704,0.626379152109168,1.80669796445714,"srcDrugDeal"
"age30-497",0.935096680745873,0.553497956234151,1.57978144723635,"srcDrugDeal"
"age50+7",0.644246187854829,0.217970685459562,1.90416958909128,"srcDrugDeal"
"hasInsuranceinsured7",0.88575977988139,0.472377876809858,1.66089570695821,"srcDrugDeal"
"marStatmarried7",0.487896676684852,0.253259057584501,0.939919659302602,"srcDrugDeal"
"metro7",0.568605982613361,0.331367533463516,0.975692338004209,"srcDrugDeal"
"incomeF20k-49k7",0.93482254868263,0.5148528239359,1.69736506608788,"srcDrugDeal"
"incomeF50k-74k7",0.957831294769461,0.453326587749607,2.02379656087255,"srcDrugDeal"
"incomeF75k+7",0.653568716644194,0.30497309859835,1.40062211827574,"srcDrugDeal"
"healthFair/Poor7",0.860443553622195,0.41075730344773,1.80243443696724,"srcDrugDeal"
"healthGood7",0.853200292806829,0.429253465859842,1.69585291102424,"srcDrugDeal"
"healthVery Good7",0.947345692373283,0.464346363686045,1.93274661124516,"srcDrugDeal"
"(Intercept)8",0.0337650259846872,0.00596130343052913,0.191246258982226,"srcBoughtFrRel"
"sexMen8",1.08321558233725,0.721937787952935,1.62528685628897,"srcBoughtFrRel"
"employmentemployed part time8",1.0653934326868,0.590351580411358,1.92269014613505,"srcBoughtFrRel"
"employmentother8",1.29396039367683,0.790321924414178,2.11854618818198,"srcBoughtFrRel"
"employmentunemployed8",2.03863218706134,1.08210163404196,3.84069394535387,"srcBoughtFrRel"
"edFhigh school grad8",0.981180101159463,0.509743059411314,1.88862677605283,"srcBoughtFrRel"
"edFless than high school8",0.827040915868686,0.346551386352034,1.9737236769444,"srcBoughtFrRel"
"edFsome col/assoc dg8",1.69823308900176,0.88706582640633,3.25116303517639,"srcBoughtFrRel"
"raceBlack8",1.90845841289674,0.244210722850499,14.9142243683789,"srcBoughtFrRel"
"racehispanic8",1.96544742600997,0.422127834639225,9.15121739771257,"srcBoughtFrRel"
"racemore than one8",1.1329694869109,0.127501769408731,10.067467018095,"srcBoughtFrRel"
"raceNative Am/AK/pac isl8",5.05179267679387,0.609744258695129,41.8546118071256,"srcBoughtFrRel"
"raceNHW8",3.1207716994974,0.459023350201885,21.2172561506958,"srcBoughtFrRel"
"age22-298",1.20358678248171,0.686173555964768,2.11115851138842,"srcBoughtFrRel"
"age30-498",0.805742767821434,0.419448697314117,1.54779693453275,"srcBoughtFrRel"
"age50+8",1.47197937084926,0.604157784554087,3.58635330637177,"srcBoughtFrRel"
"hasInsuranceinsured8",0.55637866126842,0.314576505522002,0.984044292186302,"srcBoughtFrRel"
"marStatmarried8",0.415977901886242,0.210264526538229,0.822952010529554,"srcBoughtFrRel"
"metro8",0.731201096669344,0.418827139501376,1.27655300563132,"srcBoughtFrRel"
"incomeF20k-49k8",0.941213274375154,0.497073998713967,1.78219426111999,"srcBoughtFrRel"
"incomeF50k-74k8",0.949251292533772,0.521190384895495,1.7288845736433,"srcBoughtFrRel"
"incomeF75k+8",1.08502821934787,0.53494587839127,2.2007576548148,"srcBoughtFrRel"
"healthFair/Poor8",3.33874636222707,1.7043404450236,6.54049330568471,"srcBoughtFrRel"
"healthGood8",1.80328781004842,0.950983148050934,3.41945799200963,"srcBoughtFrRel"
"healthVery Good8",2.06242005881431,1.11450575987286,3.8165585608861,"srcBoughtFrRel"
"(Intercept)9",8.41969017419368e-08,2.0723149836634e-08,3.42086908545599e-07,"srcTookFrRel"
"sexMen9",0.685464972335534,0.420928864899018,1.11625090954899,"srcTookFrRel"
"employmentemployed part time9",0.975948579440505,0.432048441499421,2.20455749454015,"srcTookFrRel"
"employmentother9",1.58974167861701,0.86520498265145,2.92101716403331,"srcTookFrRel"
"employmentunemployed9",2.32638346771885,1.13084949330034,4.78583584370781,"srcTookFrRel"
"edFhigh school grad9",0.411281613494046,0.180150927597594,0.938949179191042,"srcTookFrRel"
"edFless than high school9",0.278391229165315,0.092191623637744,0.840658548120474,"srcTookFrRel"
"edFsome col/assoc dg9",0.395475575024272,0.160932746818857,0.971840309274163,"srcTookFrRel"
"raceBlack9",1794235.63337379,640202.643262411,5028535.17077512,"srcTookFrRel"
"racehispanic9",4233428.56788944,2010273.73468618,8915162.71152005,"srcTookFrRel"
"racemore than one9",3289097.27127706,1127143.94289938,9597852.10049964,"srcTookFrRel"
"raceNative Am/AK/pac isl9",4277259.31352717,847588.095781148,21584714.7054302,"srcTookFrRel"
"raceNHW9",2185475.65597734,1270956.95619006,3758037.45328044,"srcTookFrRel"
"age22-299",0.615213925635789,0.300059789483037,1.26137585761918,"srcTookFrRel"
"age30-499",0.402335173639072,0.197305397186357,0.820421510285858,"srcTookFrRel"
"age50+9",0.0726163417842603,0.0139692013369747,0.377482789955299,"srcTookFrRel"
"hasInsuranceinsured9",0.709785616941802,0.385763380810257,1.3059705692108,"srcTookFrRel"
"marStatmarried9",1.15321483457653,0.555029532467521,2.39609674241108,"srcTookFrRel"
"metro9",1.06526578587615,0.563162214653627,2.01503432764269,"srcTookFrRel"
"incomeF20k-49k9",0.589879547393666,0.310677450580489,1.11999721828286,"srcTookFrRel"
"incomeF50k-74k9",0.780971483244103,0.389368185392899,1.56642602174866,"srcTookFrRel"
"incomeF75k+9",0.737169851905589,0.361958403889831,1.5013310499731,"srcTookFrRel"
"healthFair/Poor9",0.771080735258443,0.21676145884487,2.74294841645357,"srcTookFrRel"
"healthGood9",1.6453199993286,0.661821971679475,4.09034153598897,"srcTookFrRel"
"healthVery Good9",1.03257212661386,0.412210293483348,2.58655645799136,"srcTookFrRel"
"(Intercept)10",0.293402882137341,0.0882721001900739,0.975226046068164,"gotFrRel"
"sexMen10",1.13514350916441,0.85452270160326,1.50791872934506,"gotFrRel"
"employmentemployed part time10",1.32807027172456,0.930434147554325,1.89564264303356,"gotFrRel"
"employmentother10",0.696497403148086,0.523832594967307,0.926075691456931,"gotFrRel"
"employmentunemployed10",0.884407274114987,0.618717627273629,1.26418933618256,"gotFrRel"
"edFhigh school grad10",1.08299741466571,0.775898792661404,1.51164483211724,"gotFrRel"
"edFless than high school10",0.844828538452905,0.536414958700623,1.33056554036706,"gotFrRel"
"edFsome col/assoc dg10",1.01203155989694,0.729928361619151,1.40316218971888,"gotFrRel"
"raceBlack10",1.43193516304314,0.526524854975027,3.89428588562384,"gotFrRel"
"racehispanic10",1.55591551021284,0.571544634530971,4.23566757285287,"gotFrRel"
"racemore than one10",1.2229267592459,0.339568107596583,4.40427067507897,"gotFrRel"
"raceNative Am/AK/pac isl10",1.11132529209624,0.240075061105177,5.14440733313703,"gotFrRel"
"raceNHW10",1.73818569536991,0.651483206742193,4.63755547391138,"gotFrRel"
"age22-2910",1.4230447961428,1.06094260649553,1.90873330888106,"gotFrRel"
"age30-4910",1.2774334807336,0.927474687896216,1.7594402510333,"gotFrRel"
"age50+10",0.712881217437122,0.467380894772025,1.08733505339904,"gotFrRel"
"hasInsuranceinsured10",1.06155734232392,0.720262714687388,1.5645735480434,"gotFrRel"
"marStatmarried10",1.34045368208647,0.971949222961305,1.84867278184006,"gotFrRel"
"metro10",0.949287347508815,0.688053472965502,1.30970411973417,"gotFrRel"
"incomeF20k-49k10",1.34760913316296,1.01484097488048,1.78949256162831,"gotFrRel"
"incomeF50k-74k10",1.23634183796241,0.829680844387449,1.84232425110982,"gotFrRel"
"incomeF75k+10",1.25374281302815,0.91685299861134,1.71441991638844,"gotFrRel"
"healthFair/Poor10",0.702618198096912,0.431787535438743,1.14332233281196,"gotFrRel"
"healthGood10",0.834467938922698,0.565978091535912,1.2303245505497,"gotFrRel"
"healthVery Good10",0.791739774907612,0.541948672793136,1.15666280339804,"gotFrRel"
"(Intercept)11",0.0683132307357049,0.01660177307188,0.281096330695791,"rsnPain"
"sexMen11",0.817553649937107,0.578426404838513,1.15553848326148,"rsnPain"
"employmentemployed part time11",1.22270041237404,0.72065734391573,2.07448978497395,"rsnPain"
"employmentother11",0.876795592636251,0.569679012958822,1.34948013491577,"rsnPain"
"employmentunemployed11",1.07976414141099,0.598604347839183,1.94768147823449,"rsnPain"
"edFhigh school grad11",0.792773005681966,0.479848522993705,1.30976549561301,"rsnPain"
"edFless than high school11",0.621404799138932,0.336450172134737,1.14770018378311,"rsnPain"
"edFsome col/assoc dg11",1.06309183867479,0.644709189157258,1.75298301383644,"rsnPain"
"raceBlack11",1.86191968084608,0.72442307089692,4.78552525063804,"rsnPain"
"racehispanic11",0.686836912474548,0.183323865066513,2.5732871394917,"rsnPain"
"racemore than one11",3.11704582125259,0.739429155892117,13.1398316855196,"rsnPain"
"raceNative Am/AK/pac isl11",0.436133009066414,0.0810233837117854,2.34761858717161,"rsnPain"
"raceNHW11",1.53007701095103,0.570376450087957,4.10454474247633,"rsnPain"
"age22-2911",1.42296459690323,0.866329108707393,2.33725061721764,"rsnPain"
"age30-4911",1.73548225040099,0.993037127383756,3.03301715353985,"rsnPain"
"age50+11",1.39420691359854,0.725043114082655,2.68096183547005,"rsnPain"
"hasInsuranceinsured11",1.21343831208936,0.785259762783164,1.87508975632164,"rsnPain"
"marStatmarried11",0.800160555079077,0.536711098993559,1.19292653925933,"rsnPain"
"metro11",0.846839776829107,0.540692965393656,1.32633056747438,"rsnPain"
"incomeF20k-49k11",1.48745684757441,0.891974290386433,2.48048390771159,"rsnPain"
"incomeF50k-74k11",0.941865877890465,0.491721460082019,1.80409317865933,"rsnPain"
"incomeF75k+11",1.03011360732481,0.61214787779117,1.73346030018866,"rsnPain"
"healthFair/Poor11",1.88028342756225,0.953993346857669,3.70596480532135,"rsnPain"
"healthGood11",1.25934789261902,0.629480421070302,2.51947012418173,"rsnPain"
"healthVery Good11",1.18893652471405,0.589453723544776,2.39810184130893,"rsnPain"
"(Intercept)12",6.12361600549208e-09,8.77148937106681e-10,4.27506337822286e-08,"rsnEmot"
"sexMen12",0.543995406404693,0.240297242856083,1.23152058955018,"rsnEmot"
"employmentemployed part time12",1.1530526828999,0.51519057118836,2.58065765154807,"rsnEmot"
"employmentother12",0.353294819115236,0.0999124016863883,1.24926662863587,"rsnEmot"
"employmentunemployed12",0.796897867009864,0.34132300773373,1.86054322754673,"rsnEmot"
"edFhigh school grad12",0.939349148115805,0.296727734605305,2.97369176912158,"rsnEmot"
"edFless than high school12",0.12308022058202,0.0179680710422917,0.843092208554993,"rsnEmot"
"edFsome col/assoc dg12",0.798906616554523,0.223443865148669,2.85643009956856,"rsnEmot"
"raceBlack12",2376296.73422676,729734.944583245,7738133.15507547,"rsnEmot"
"racehispanic12",2624477.57487698,959426.83973502,7179163.90887552,"rsnEmot"
"racemore than one12",5613002.54066376,1627521.05156665,19358150.5389257,"rsnEmot"
"raceNative Am/AK/pac isl12",4089490.54592828,628295.203476279,26617954.1602503,"rsnEmot"
"raceNHW12",3570849.00961261,1760381.57228109,7243294.77780704,"rsnEmot"
"age22-2912",0.407008750815712,0.192495339496722,0.860572124362459,"rsnEmot"
"age30-4912",0.341495061534469,0.144990282709128,0.804322019885881,"rsnEmot"
"age50+12",0.228699037530422,0.0173527775464911,3.01411400147393,"rsnEmot"
"hasInsuranceinsured12",0.758286132693115,0.396853398006163,1.44889236661078,"rsnEmot"
"marStatmarried12",0.581313957576456,0.159215783054139,2.12243981589623,"rsnEmot"
"metro12",1.71694177579505,0.634156048125544,4.64852313588069,"rsnEmot"
"incomeF20k-49k12",2.67782754382129,1.25848951895977,5.69791026974552,"rsnEmot"
"incomeF50k-74k12",2.38633778907064,0.891228406538642,6.38961684991987,"rsnEmot"
"incomeF75k+12",3.5869619685884,1.45980035125036,8.8137368600297,"rsnEmot"
"healthFair/Poor12",2.59768918306519,0.435344225011204,15.5003528337609,"rsnEmot"
