"","Estimate","Std. Error","t value","Pr(t)","outcome"
"employmentunemployed1",0.348992552099207,0.0832902823893609,4.19007526553645,0.000187184091582247,"lifetime_misuse"
"employmentother1",-0.161409149203914,0.0602273481331416,-2.67999761249814,0.0112681933820641,"lifetime_misuse"
"edhigh school grad1",0.118358860049463,0.0978182294812899,1.20998775664921,0.23462916317168,"lifetime_misuse"
"edsome col/assoc dg1",0.324691796073143,0.0849001218920983,3.82439728986258,0.000534037552259143,"lifetime_misuse"
"edcollege grad1",0.139516656281753,0.0825235734398507,1.69062790747232,0.100057144531331,"lifetime_misuse"
"raceBlack1",-0.86685022723446,0.0676044876981806,-12.82237698634,1.40539707834667e-14,"lifetime_misuse"
"raceNative Am/AK/pac isl1",-0.500325527587712,0.177983725591422,-2.81107458519132,0.00813593337970261,"lifetime_misuse"
"raceasian1",-1.57494997660458,0.166048947388213,-9.48485372161041,4.43996047648872e-11,"lifetime_misuse"
"racemore than one1",0.0363096532197134,0.166989908447955,0.217436212506397,0.829168034305068,"lifetime_misuse"
"racehispanic1",-0.6888448928219,0.0855961488797841,-8.04761548080103,2.21547070831271e-09,"lifetime_misuse"
"age22-291",0.441954641892878,0.053039960135337,8.3324844280649,9.9990051665266e-10,"lifetime_misuse"
"age30-491",0.353007570131706,0.0536709172243773,6.57725987159709,1.54803853677298e-07,"lifetime_misuse"
"age50+1",-0.422614205498424,0.073756641058398,-5.72984614583808,1.93247067812677e-06,"lifetime_misuse"
"hasInsurance1",-0.179993514146008,0.0678619647702185,-2.65234752273189,0.012058124517076,"lifetime_misuse"
"(Intercept)2",-1.15427889550757,0.076867843068507,-15.0164080248595,1.4345713343382e-16,"pastyr_use"
"sexMen2",-0.17472363407567,0.029005206151477,-6.02387147890595,8.01956023761388e-07,"pastyr_use"
"employmentemployed part time2",0.00906030775248966,0.0399622045872601,0.226721920025856,0.82199762155826,"pastyr_use"
"employmentunemployed2",0.24089150323855,0.0611488856268475,3.93942589090759,0.000385088049867756,"pastyr_use"
"employmentother2",0.24384350290373,0.0349345062067323,6.98001859424417,4.73801273515922e-08,"pastyr_use"
"edhigh school grad2",0.0220757184606235,0.0579082623198032,0.381218803263487,0.705412795470002,"pastyr_use"
"edsome col/assoc dg2",0.232559419917438,0.0588196080743763,3.95377370796778,0.000369626796221981,"pastyr_use"
"edcollege grad2",-0.125882527519933,0.0525295318869183,-2.39641441676891,0.022202045909606,"pastyr_use"
"raceBlack2",-0.0412913427245409,0.0514176301747268,-0.803058067519352,0.427519653247819,"pastyr_use"
"raceNative Am/AK/pac isl2",0.189288127157118,0.0923115659568622,2.05053532777868,0.0480844941410659,"pastyr_use"
"raceasian2",-0.81209598415513,0.0822880277906246,-9.8689445592431,1.63361625546452e-11,"pastyr_use"
"racemore than one2",0.160769704334412,0.118464508906059,1.35711282492127,0.183686897987678,"pastyr_use"
"racehispanic2",-0.363102442152574,0.0489919038700478,-7.41147849889058,1.35443935606071e-08,"pastyr_use"
"age22-292",0.301720050736394,0.0512235505278425,5.89026039052866,1.19560245619877e-06,"pastyr_use"
"age30-492",0.478108144608828,0.0415442907032151,11.5083958954636,2.83921873017236e-13,"pastyr_use"
"age50+2",0.375946871895732,0.0512871608603884,7.33023364110791,1.71220675483619e-08,"pastyr_use"
"hasInsurance2",0.219244829530063,0.0560416757274331,3.91217476430207,0.00041620948106178,"pastyr_use"
"(Intercept)3",-2.50893268185535,0.154517123750223,-16.2372468562839,1.38035433602877e-17,"pastyr_misuse"
"sexMen3",0.188029043020804,0.0672396186528187,2.79640257913512,0.00844105865895268,"pastyr_misuse"
"employmentemployed part time3",0.0197905843877987,0.0858389277554343,0.230554888152663,0.819042293128292,"pastyr_misuse"
"employmentunemployed3",0.542420525299617,0.100393564077231,5.40294121725117,5.14643910504925e-06,"pastyr_misuse"
"employmentother3",0.00420105717262094,0.0770686990911617,0.0545105499659682,0.956847457258118,"pastyr_misuse"
"edhigh school grad3",-0.0847070643668855,0.0939206165311925,-0.901900642216855,0.373454690626624,"pastyr_misuse"
"edsome col/assoc dg3",0.170708014626825,0.0883705846299846,1.93172892701338,0.0617621231386471,"pastyr_misuse"
"edcollege grad3",-0.34175307000652,0.131146856534368,-2.60588075869711,0.0135019473816789,"pastyr_misuse"
"raceBlack3",-0.435215406847982,0.0985333464279451,-4.41693520646073,9.65843394484406e-05,"pastyr_misuse"
"raceNative Am/AK/pac isl3",-0.212238808639256,0.163825310803705,-1.29551903547773,0.203868337127985,"pastyr_misuse"
"raceasian3",-0.93818001424441,0.206709328052494,-4.53864381972235,6.75342949419652e-05,"pastyr_misuse"
"racemore than one3",0.0751932651421658,0.215669149781897,0.348651001861915,0.729501156288554,"pastyr_misuse"
"racehispanic3",-0.438654101711586,0.117019505748948,-3.74855541308359,0.000661484867518008,"pastyr_misuse"
"age22-293",0.176102843689927,0.0781426314368025,2.2536077996343,0.0307809474357581,"pastyr_misuse"
"age30-493",-0.145533714519246,0.0732364150962765,-1.98717693005492,0.0550071999823048,"pastyr_misuse"
"age50+3",-1.00608061938026,0.0967955165511198,-10.3938762375314,4.29777994507588e-12,"pastyr_misuse"
"hasInsurance3",-0.227051001168347,0.105899049088508,-2.14403248303563,0.0392664154058373,"pastyr_misuse"
"(Intercept)4",-3.05766945072374,0.334662522710219,-9.13657563434834,1.11777299255383e-10,"dependence"
"sexMen4",0.438220822981901,0.170144355611393,2.57558248939383,0.0145275914753423,"dependence"
"employmentemployed part time4",-0.132905966336608,0.262893520652715,-0.505550559050021,0.616434124246971,"dependence"
"employmentunemployed4",0.932380354910877,0.278031549390608,3.35350558939975,0.00197007247394987,"dependence"
"employmentother4",0.312755246248986,0.211300230793332,1.4801462595414,0.148041706985456,"dependence"
"edhigh school grad4",-0.215805984672106,0.227797975148784,-0.947356904867809,0.350141973407891,"dependence"
"edsome col/assoc dg4",-0.082872158387072,0.225420095179839,-0.367634297736219,0.715424641261869,"dependence"
"edcollege grad4",-0.670451498655944,0.276064927749989,-2.42860077924538,0.020596717256523,"dependence"
"raceBlack4",-0.611271610525299,0.295249199450132,-2.07035823183847,0.0460815379027161,"dependence"
"raceNative Am/AK/pac isl4",-0.00980754553144142,0.462196775320266,-0.021219415744832,0.983194669691494,"dependence"
"raceasian4",-1.48672562747529,0.786135830704063,-1.89118161188987,0.0671452641602377,"dependence"
"racemore than one4",-0.20543589489481,0.41579026989712,-0.494085383348777,0.624423033280634,"dependence"
"racehispanic4",-1.4525078396858,0.287349682209546,-5.05484407888285,1.45837647602174e-05,"dependence"
"age22-294",0.244962387519468,0.22147087076788,1.10607045825096,0.276461083356261,"dependence"
"age30-494",-0.111132390421842,0.222068171933847,-0.500442676922417,0.619987505012903,"dependence"
"age50+4",-0.838122099870987,0.268312208969426,-3.12368230685504,0.0036391314200354,"dependence"
"hasInsurance4",-0.819904880140178,0.289873359153745,-2.8284933894367,0.00778707382331037,"dependence"
"(Intercept)5",-1.67789894083326,0.364307590901496,-4.60572050305409,5.54090241447747e-05,"srcOneDoc"
"sexMen5",-0.129993123271137,0.151584896735149,-0.857559862960907,0.397140333543426,"srcOneDoc"
"employmentemployed part time5",-0.278458608255174,0.210640111571908,-1.32196382814825,0.195005784215947,"srcOneDoc"
"employmentunemployed5",-0.521658637257709,0.261260471577732,-1.99669943986342,0.0539142246447652,"srcOneDoc"
"employmentother5",0.197465186576925,0.192755842581719,1.0244316537031,0.312865238338786,"srcOneDoc"
"edhigh school grad5",0.140546238914254,0.234597071305932,0.599096306411135,0.553079923785112,"srcOneDoc"
"edsome col/assoc dg5",0.223666542620941,0.203695105746883,1.09804573752928,0.279900025314227,"srcOneDoc"
"edcollege grad5",0.537343445886442,0.257098705546183,2.09002781536727,0.044166977903785,"srcOneDoc"
"raceBlack5",0.477278054377574,0.203793533039912,2.34196859565756,0.0251779597807219,"srcOneDoc"
"raceNative Am/AK/pac isl5",-0.580191255625121,0.346889365880392,-1.67255417055699,0.103594030764614,"srcOneDoc"
"raceasian5",0.326678500143856,0.414181216926386,0.788733256829263,0.435733379039596,"srcOneDoc"
"racemore than one5",0.645373493786026,0.347352298270633,1.85797962759756,0.0718490059671606,"srcOneDoc"
"racehispanic5",0.0408665956020949,0.182937420895924,0.223391121411647,0.824567908997377,"srcOneDoc"
"age22-295",0.0621142175762768,0.231164129750376,0.268701799207997,0.7897829401662,"srcOneDoc"
"age30-495",0.402815195007698,0.257031202122349,1.56718402933802,0.126332773102673,"srcOneDoc"
"age50+5",0.797562151061543,0.318451275079879,2.5045029286238,0.0172212648811707,"srcOneDoc"
"hasInsurance5",0.408413087467655,0.250934626188388,1.62756768036087,0.112849860853908,"srcOneDoc"
"(Intercept)6",-3.34655845322143,1.10140804874387,-3.03843653316145,0.0045484650894194,"srcMultDocs"
"sexMen6",-0.521013365663867,0.598274561056768,-0.870859968947318,0.389938210127075,"srcMultDocs"
"employmentemployed part time6",-0.176162272309087,0.876233679398466,-0.201044854187781,0.841861405660839,"srcMultDocs"
"employmentunemployed6",-0.0187560016492219,0.736938573161085,-0.0254512415719648,0.979843835723113,"srcMultDocs"
"employmentother6",-0.268620312514216,0.751457756570513,-0.357465619544789,0.722952731815749,"srcMultDocs"
"edhigh school grad6",-0.837540818115834,0.829332857400251,-1.00989706442033,0.319678042806859,"srcMultDocs"
"edsome col/assoc dg6",-0.49936614186372,0.826857972155177,-0.60393218506697,0.549897406866445,"srcMultDocs"
"edcollege grad6",0.265417726824969,0.902411437882073,0.294120526051725,0.770453982732244,"srcMultDocs"
"raceBlack6",1.24498168765421,0.538531352940516,2.3118091098249,0.0269774457854809,"srcMultDocs"
"raceNative Am/AK/pac isl6",0.776194375485224,1.24166135151593,0.625125662917328,0.536061958892348,"srcMultDocs"
"raceasian6",1.35435083219025,0.93462580300322,1.44908350255079,0.15647552239221,"srcMultDocs"
"racemore than one6",0.518582704811294,1.04195193119468,0.497703098660891,0.621897170508617,"srcMultDocs"
"racehispanic6",0.75971233671366,0.824235067330282,0.921718047224547,0.363170178296344,"srcMultDocs"
"age22-296",-2.53064801681967,0.687495774402502,-3.68096519432289,0.000799586279115195,"srcMultDocs"
"age30-496",-1.40400887911571,0.769732684162507,-1.8240213882087,0.0769487044786307,"srcMultDocs"
"age50+6",-0.0806781323679124,0.51335764131208,-0.157157751001249,0.876050100563616,"srcMultDocs"
"hasInsurance6",0.174739136502764,0.618279459418313,0.282621610407632,0.779180398919853,"srcMultDocs"
"(Intercept)7",-2.00309884138965,0.485241410768565,-4.12804595184277,0.000224000759112986,"srcDrugDeal"
"sexMen7",0.429622127990401,0.238818291919995,1.79894983979839,0.0809087795954318,"srcDrugDeal"
"employmentemployed part time7",0.0182386553116684,0.350967475683751,0.0519667962854282,0.95885927468612,"srcDrugDeal"
"employmentunemployed7",0.365446302044687,0.308548486895713,1.1844047777431,0.244466706400532,"srcDrugDeal"
"employmentother7",-0.0297541396569126,0.35359081533069,-0.0841485082950626,0.933431882120841,"srcDrugDeal"
"edhigh school grad7",-0.183618540911702,0.213837380016029,-0.858683083836596,0.396528877433724,"srcDrugDeal"
"edsome col/assoc dg7",-0.710648984847192,0.358383024891126,-1.98293148807224,0.055500669800938,"srcDrugDeal"
"edcollege grad7",-2.67179694930176,0.634795561501106,-4.20890931087127,0.000177230242741557,"srcDrugDeal"
"raceBlack7",-0.639887952643807,0.350386357287294,-1.82623535230609,0.07660707012995,"srcDrugDeal"
"raceNative Am/AK/pac isl7",0.0717432814245005,0.740879534271817,0.0968352857728946,0.923425771936913,"srcDrugDeal"
"raceasian7",-0.787394984313959,0.659714158644707,-1.19353961711471,0.240919865418637,"srcDrugDeal"
"racemore than one7",0.200947182524423,0.58123134222164,0.34572668045798,0.731678239335814,"srcDrugDeal"
"racehispanic7",-0.266805489724867,0.308281158535681,-0.865461551371412,0.39285144554022,"srcDrugDeal"
"age22-297",0.0257747930388851,0.268905970892854,0.0958505791199223,0.92420198238459,"srcDrugDeal"
"age30-497",-0.260649656909531,0.276591466193493,-0.942363336427705,0.352654848558757,"srcDrugDeal"
"age50+7",-0.751690934336511,0.586987414966071,-1.28059122763298,0.209004614713424,"srcDrugDeal"
"hasInsurance7",-0.202836460876366,0.32193127209721,-0.630061377867998,0.532866310836114,"srcDrugDeal"
"(Intercept)8",-1.97398819088092,0.473496575171575,-4.16895980750363,0.000198996415835396,"srcBoughtFrRel"
"sexMen8",0.0442501294466282,0.202306530402272,0.218728131803952,0.828169509798947,"srcBoughtFrRel"
"employmentemployed part time8",0.0875943058979555,0.306363593812718,0.285916171722096,0.776677158783933,"srcBoughtFrRel"
"employmentunemployed8",0.90572904120196,0.360715675144206,2.51092232362752,0.0169603895153737,"srcBoughtFrRel"
"employmentother8",0.453118422461333,0.245968726966437,1.84217899588171,0.0741847712798032,"srcBoughtFrRel"
"edhigh school grad8",0.000568082990943544,0.342697853950128,0.00165767886899641,0.998687052452507,"srcBoughtFrRel"
"edsome col/assoc dg8",0.492107927374815,0.353423357381785,1.39240352143227,0.172840582264038,"srcBoughtFrRel"
"edcollege grad8",-0.128656061310186,0.421668406915538,-0.305111929658882,0.762140975866065,"srcBoughtFrRel"
"raceBlack8",-0.450056307531878,0.284900371702971,-1.57969715813883,0.123435886812452,"srcBoughtFrRel"
"raceNative Am/AK/pac isl8",0.744659468029806,0.584849898416116,1.27324886273638,0.211566596403287,"srcBoughtFrRel"
"raceasian8",-1.23843627716724,0.992182678945947,-1.24819380890917,0.220487632370202,"srcBoughtFrRel"
"racemore than one8",-0.884689433512499,0.552542624469217,-1.60112431934522,0.118601297890087,"srcBoughtFrRel"
"racehispanic8",-0.461038703849015,0.325759280437477,-1.41527419642463,0.166082901375334,"srcBoughtFrRel"
"age22-298",0.140580944300979,0.269867260601451,0.520926265704359,0.605794552005402,"srcBoughtFrRel"
"age30-498",-0.380629585119016,0.319363439955298,-1.19183831803757,0.241577555460624,"srcBoughtFrRel"
"age50+8",0.128226712537074,0.410534424375034,0.312340951023235,0.756689047312737,"srcBoughtFrRel"
"hasInsurance8",-0.564682725643915,0.282800941522324,-1.99674980784793,0.0539084941975135,"srcBoughtFrRel"
"(Intercept)9",-3.0066973895045,0.603613014661605,-4.9811672652388,1.81705421634416e-05,"srcTookFrRel"
"sexMen9",-0.422866148501254,0.247849216599501,-1.70614276818378,0.097101766463031,"srcTookFrRel"
"employmentemployed part time9",-0.00900711607815645,0.417526967524258,-0.0215725372939729,0.982915049152861,"srcTookFrRel"
"employmentunemployed9",0.878268254151094,0.372294228705274,2.35907029019881,0.0242064654542097,"srcTookFrRel"
"employmentother9",0.496857102242927,0.310663335177425,1.5993425872389,0.118997308790154,"srcTookFrRel"
"edhigh school grad9",0.397576198490166,0.456237369450989,0.871424011076926,0.389634620524975,"srcTookFrRel"
"edsome col/assoc dg9",0.400718723374008,0.487679024228131,0.821685378017317,0.416980925645131,"srcTookFrRel"
"edcollege grad9",1.29730743708886,0.514037569875666,2.52375996058546,0.0164495180497903,"srcTookFrRel"
"raceBlack9",-0.130928452503421,0.476892507397083,-0.274544998029091,0.785327168189448,"srcTookFrRel"
"raceNative Am/AK/pac isl9",0.63424311647039,0.850525097440346,0.745707702664088,0.460968706021577,"srcTookFrRel"
"raceasian9",-14.6298123016181,0.261244193515027,-56.0005261926581,4.48968072317627e-35,"srcTookFrRel"
"racemore than one9",0.399687026263787,0.468032232993598,0.853973290914888,0.39909675650053,"srcTookFrRel"
"racehispanic9",0.647110797950347,0.291754035801959,2.21800118778683,0.033338560999829,"srcTookFrRel"
"age22-299",-0.514457949382923,0.355729523328046,-1.44620537696699,0.157275859257479,"srcTookFrRel"
"age30-499",-0.928951364839167,0.331607978165954,-2.80135408676528,0.00833690982719211,"srcTookFrRel"
"age50+9",-2.73261177876793,0.835428600772367,-3.27091001701592,0.00246107466443166,"srcTookFrRel"
"hasInsurance9",-0.323549611885606,0.321242060986863,-1.00718321533505,0.32096125741318,"srcTookFrRel"
"(Intercept)10",-0.897252641205159,0.368513666966124,-2.43478796483181,0.0203005095213734,"gotFrRel"
"sexMen10",0.13260764920291,0.14710328744438,0.901459454147474,0.373685775083862,"gotFrRel"
"employmentemployed part time10",0.255165969479984,0.190459018000356,1.33974212488855,0.189215590839004,"gotFrRel"
"employmentunemployed10",-0.233626571864631,0.186546176260862,-1.25237931190792,0.218978045897958,"gotFrRel"
"employmentother10",-0.468912357978332,0.137802763245137,-3.4027790657883,0.00172343322571374,"gotFrRel"
"edhigh school grad10",0.283987597473072,0.194706219271717,1.45854404926204,0.153867490191038,"gotFrRel"
"edsome col/assoc dg10",0.239028775808673,0.203003740221046,1.17745995984311,0.247188727978046,"gotFrRel"
"edcollege grad10",0.272295150839629,0.23412779603504,1.16301932299776,0.252919570845027,"gotFrRel"
"raceBlack10",-0.24333049242152,0.181084036640309,-1.34374347367157,0.187930825530938,"gotFrRel"
"raceNative Am/AK/pac isl10",-0.467324318910112,0.491106454570315,-0.95157437773647,0.348028911808894,"gotFrRel"
"raceasian10",-0.509182584172238,0.516440461418206,-0.985946342728383,0.331124163289522,"gotFrRel"
"racemore than one10",-0.403471933357552,0.333237378591121,-1.21076433581182,0.234335186808116,"gotFrRel"
"racehispanic10",-0.123275952137725,0.181900721728624,-0.677710077047625,0.502541647377817,"gotFrRel"
"age22-2910",0.39861451009474,0.162745933591022,2.44930549906366,0.0196206689105222,"gotFrRel"
"age30-4910",0.363114010087121,0.166917190576722,2.17541410104324,0.0366457523191676,"gotFrRel"
"age50+10",-0.160091869850709,0.217291673301242,-0.736760260614154,0.46632188151062,"gotFrRel"
"hasInsurance10",0.0582012282518161,0.199570558938211,0.291632335758681,0.772339718470119,"gotFrRel"
"(Intercept)11",-2.48432671611453,0.374884103139546,-6.62691934736365,1.33685295009151e-07,"rsnPain"
"sexMen11",-0.220157673955803,0.184863183857452,-1.19092222346212,0.241932246605823,"rsnPain"
"employmentemployed part time11",0.206382665913946,0.251851958355184,0.819460238712484,0.418231360575625,"rsnPain"
"employmentunemployed11",0.16005885000876,0.30296914424717,0.528300828807107,0.600722197914544,"rsnPain"
"employmentother11",0.0366977177947912,0.217302409396209,0.168878559132218,0.866892869400864,"rsnPain"
"edhigh school grad11",0.196489605547374,0.279526611146032,0.702937028935405,0.486880573553858,"rsnPain"
"edsome col/assoc dg11",0.414962799388154,0.276029310628267,1.50332875318082,0.141986980502961,"rsnPain"
"edcollege grad11",0.23378517489775,0.295307279110714,0.791667498348733,0.43404320706587,"rsnPain"
"raceBlack11",0.21150789459375,0.187541154139079,1.12779456628969,0.26730269668103,"rsnPain"
"raceNative Am/AK/pac isl11",-1.05420036532035,0.560977986691471,-1.87921877565607,0.0688086346142931,"rsnPain"
"raceasian11",-0.482388723147276,0.511651776711445,-0.942806699993789,0.352431257046759,"rsnPain"
"racemore than one11",0.810139348598009,0.578120883451291,1.40133209470242,0.170177289068555,"rsnPain"
"racehispanic11",-0.81150157191435,0.342480384353943,-2.36948336017892,0.0236316803373879,"rsnPain"
"age22-2911",0.43405841510316,0.24312590824484,1.78532357261589,0.0831326506045238,"rsnPain"
"age30-4911",0.567884395554059,0.271613112875776,2.09078416554132,0.0440947782936871,"rsnPain"
"age50+11",0.36419491173383,0.312046965941786,1.16711569566029,0.251284163337151,"rsnPain"
"hasInsurance11",0.157881545938894,0.224860300164705,0.702131704988606,0.487376234501953,"rsnPain"
"(Intercept)12",-4.10454854715198,0.945989553797874,-4.33889415657224,0.000121371782016073,"rsnEmot"
"sexMen12",-0.551162546247166,0.415381050671636,-1.32688418346475,0.19338985295101,"rsnEmot"
"employmentemployed part time12",0.022166352493457,0.450469884914347,0.0492071795158332,0.961042124228709,"rsnEmot"
"employmentunemployed12",-0.224698518184991,0.43018437319476,-0.522330731161314,0.604826992796429,"rsnEmot"
"employmentother12",-1.14285175163621,0.610026023912495,-1.87344753639583,0.0696236622803482,"rsnEmot"
"edhigh school grad12",2.0134575251464,0.797161178737801,2.52578472064388,0.0163702439184168,"rsnEmot"
"edsome col/assoc dg12",1.85544086528463,0.815663646215984,2.27476224285876,0.0293460904254977,"rsnEmot"
"edcollege grad12",2.1139358159379,0.918533596169507,2.30142460194541,0.0276233850181673,"rsnEmot"
"raceBlack12",-0.38016537391176,0.585259497662455,-0.649567201267391,0.520336408979553,"rsnEmot"
"raceNative Am/AK/pac isl12",0.00643379523857558,0.859901738512851,0.00748201213048185,0.994074003147897,"rsnEmot"
"raceasian12",-15.1283576719829,0.337347799476847,-44.8449869702536,7.7541952805134e-32,"rsnEmot"
"racemore than one12",0.526912797262424,0.609525220889519,0.864464306322659,0.393391109235552,"rsnEmot"
"racehispanic12",-0.317132120305459,0.401713934860743,-0.789447646159935,0.43532151410151,"rsnEmot"
"age22-2912",-0.842479161111065,0.32706291195732,-2.57589329242261,0.0145167155485839,"rsnEmot"
"age30-4912",-1.16288709537534,0.335849063302028,-3.4625289227904,0.00146398976509159,"rsnEmot"
"age50+12",-1.60591001343134,1.06096973845177,-1.51362471070548,0.13936238512856,"rsnEmot"
"hasInsurance12",-0.122431108095076,0.344270816947151,-0.355624415629368,0.724318840973047,"rsnEmot"
"(Intercept)13",-3.04487087218939,0.397143712592128,-7.66692453045709,6.51126207626391e-09,"rsnHigh"
"sexMen13",0.767095842974418,0.220913052077355,3.47238805385664,0.00142496206483929,"rsnHigh"
"employmentemployed part time13",-0.0720997951442897,0.309612038815306,-0.232871420052563,0.817257478650079,"rsnHigh"
"employmentunemployed13",1.11688213218672,0.354387782977599,3.15158192757823,0.00338105206038017,"rsnHigh"
"employmentother13",0.337343249489241,0.329016681138563,1.02530743523965,0.312457946144379,"rsnHigh"
"edhigh school grad13",0.442525122918237,0.353710438200644,1.25109432780497,0.219440674518878,"rsnHigh"
"edsome col/assoc dg13",0.503020992029252,0.389544375589392,1.29130600658312,0.205308120694263,"rsnHigh"
"edcollege grad13",1.26259041636471,0.427035191313854,2.95664254854526,0.00561979630583679,"rsnHigh"
"raceBlack13",-1.82926270311307,0.577177422725639,-3.16932477101172,0.00322607914489092,"rsnHigh"
"raceNative Am/AK/pac isl13",0.0495815033336379,0.74781811928743,0.0663015538870366,0.947526086615728,"rsnHigh"
"raceasian13",-3.34015587294654,1.03383943198819,-3.23082653804668,0.00273958505655134,"rsnHigh"
"racemore than one13",-0.630394428678797,0.897175575697657,-0.70264332395428,0.487061310191147,"rsnHigh"
"racehispanic13",-0.912947627527434,0.343467533086689,-2.65803180674143,0.0118916604937116,"rsnHigh"
"age22-2913",-0.26266075022895,0.290437967330698,-0.904360929953345,0.3721677418145,"rsnHigh"
"age30-4913",-0.82705258955421,0.340909253524091,-2.42601977213788,0.0207214405646541,"rsnHigh"
"age50+13",-1.68594712085793,0.537294925861458,-3.13784299778155,0.00350588785549362,"rsnHigh"
"hasInsurance13",-0.246376021941067,0.420894474918889,-0.585362927343122,0.562169061261908,"rsnHigh"
"(Intercept)14",-3.84662109124385,0.799081248771991,-4.81380472530828,2.99081818554087e-05,"rsnRelax"
"sexMen14",-0.146364216218394,0.28149379009924,-0.519955399963862,0.606463820126597,"rsnRelax"
"employmentemployed part time14",-0.21554075641119,0.334205327147341,-0.644935130899829,0.523297476915818,"rsnRelax"
"employmentunemployed14",-0.203280767835144,0.470526843858902,-0.432027992639039,0.66844870198653,"rsnRelax"
"employmentother14",-0.11118470798779,0.423681557414543,-0.262425177688355,0.794577229863342,"rsnRelax"
"edhigh school grad14",-0.266480699741862,0.558826624238772,-0.476857558647745,0.636514312274008,"rsnRelax"
"edsome col/assoc dg14",0.88333976233975,0.523477878982664,1.68744429861382,0.100672754747724,"rsnRelax"
"edcollege grad14",0.941930661766247,0.505372754341971,1.8638334846379,0.0709997619196175,"rsnRelax"
"raceBlack14",-0.0525690693131885,0.421633708612767,-0.124679474717873,0.901511559493772,"rsnRelax"
"raceNative Am/AK/pac isl14",-1.0535075171726,0.712655654578597,-1.47828409190908,0.148536872754059,"rsnRelax"
"raceasian14",-0.620079508874234,1.03129421910393,-0.601263439072712,0.551652556605565,"rsnRelax"
"racemore than one14",-0.943218293147798,0.587371827371395,-1.60582828319991,0.117560970879373,"rsnRelax"
"racehispanic14",-0.376603273348683,0.619984313939215,-0.607440002724982,0.547594806212572,"rsnRelax"
"age22-2914",0.0889557667843882,0.299636824405395,0.29687861951185,0.768365350045848,"rsnRelax"
"age30-4914",-0.484466972042333,0.391088658336481,-1.23876507721559,0.223916834034828,"rsnRelax"
"age50+14",-1.3324313453304,0.738128800287908,-1.80514748213413,0.0799141049463084,"rsnRelax"
"hasInsurance14",0.745412805453144,0.419389328874255,1.77737666204817,0.0844533473140297,"rsnRelax"
"(Intercept)15",-4.61452921557945,1.36119604314966,-3.39005482627024,0.00178412464388975,"rsnExp"
"sexMen15",0.904409212337405,0.599411744936919,1.50882798005999,0.140580251546161,"rsnExp"
"employmentemployed part time15",0.788041610137386,0.655182017761054,1.20278272109841,0.237369667245344,"rsnExp"
"employmentunemployed15",0.384003909816249,0.854795125743145,0.449235025155767,0.656112774861411,"rsnExp"
"employmentother15",-1.54681742324274,0.999510747712787,-1.54757457764448,0.130983505757885,"rsnExp"
"edhigh school grad15",-1.30667343076141,0.904357801408428,-1.44486333697396,0.157650154174024,"rsnExp"
"edsome col/assoc dg15",-0.391624100099562,0.742705243718959,-0.52729410948895,0.601413454683709,"rsnExp"
"edcollege grad15",0.0339180865600969,0.97917038924135,0.0346396162841242,0.972569681260283,"rsnExp"
"raceBlack15",-17.4090071106319,0.380491416366215,-45.7540074803583,3.96200514052445e-32,"rsnExp"
