"","V1","X2.5..","X97.5..","variable"
"edless than high school1",0.809642166641787,0.685882974036249,0.955732191669425,"lifetime_misuse"
"edsome col/assoc dg1",1.16008053510966,1.0370970440182,1.29764794500435,"lifetime_misuse"
"raceBlack1",1.84083255538448,1.29376826466608,2.61922060504239,"lifetime_misuse"
"racehispanic1",2.35039074598831,1.62776588511575,3.39381523432939,"lifetime_misuse"
"racemore than one1",4.66910938323627,3.08736068201998,7.06123601287864,"lifetime_misuse"
"raceNative Am/AK/pac isl1",2.85777816643623,1.76059270031114,4.63871970337965,"lifetime_misuse"
"raceNHW1",4.81238562182917,3.46023878027491,6.6929067164978,"lifetime_misuse"
"age22-291",1.64936488248701,1.48198472980511,1.83564949143513,"lifetime_misuse"
"age30-491",1.74498321570334,1.55579863460674,1.95717257706429,"lifetime_misuse"
"age50+1",0.815597956014355,0.694080011108895,0.958390985488889,"lifetime_misuse"
"hasInsurance1",0.887004970435004,0.775418322030373,1.0146495062385,"lifetime_misuse"
"marStat1",0.683837412144984,0.614309865714192,0.761234081281572,"lifetime_misuse"
"metro1",1.18394440503546,1.03942467558372,1.3485578966341,"lifetime_misuse"
"incomeF20k-49k1",0.883295780399779,0.781749584664186,0.998032427490457,"lifetime_misuse"
"incomeF50k-74k1",0.859871723932507,0.73829303577999,1.00147142907494,"lifetime_misuse"
"incomeF75k+1",0.849693841384308,0.742127665386,0.972850976672459,"lifetime_misuse"
"(Intercept)2",0.139503267118159,0.106322178326588,0.183039529879287,"pastyr_use"
"sexMen2",0.846155087928125,0.799322421451469,0.895731701766262,"pastyr_use"
"employmentemployed part time2",0.999350124949076,0.922329351220377,1.08280265711409,"pastyr_use"
"employmentother2",1.25353596804719,1.17077051447926,1.34215237209567,"pastyr_use"
"employmentunemployed2",1.23137528088366,1.09298480327846,1.38728834822144,"pastyr_use"
"edhigh school grad2",1.13271288265681,1.03425614557385,1.24054227768193,"pastyr_use"
"edless than high school2",1.0915130537673,0.971475136606101,1.22638315861242,"pastyr_use"
"edsome col/assoc dg2",1.40776491953366,1.29640143178554,1.52869475463326,"pastyr_use"
"raceBlack2",2.06514300003933,1.71322555450746,2.48934858541587,"pastyr_use"
"racehispanic2",1.54618178229887,1.28605460520546,1.85892425892054,"pastyr_use"
"racemore than one2",2.55094546746472,1.95290702775422,3.33212113300756,"pastyr_use"
"raceNative Am/AK/pac isl2",2.60937368660554,2.00644738204082,3.39347600006531,"pastyr_use"
"raceNHW2",2.21699765756064,1.88651746921623,2.60537137547492,"pastyr_use"
"age22-292",1.3906634781791,1.24864996816095,1.54882870208178,"pastyr_use"
"age30-492",1.74889658862285,1.59097518305425,1.92249339290437,"pastyr_use"
"age50+2",1.5879399470923,1.42072571445445,1.77483468477922,"pastyr_use"
"hasInsurance2",1.26938800923864,1.13696598887553,1.41723317475176,"pastyr_use"
"marStat2",0.864260573508083,0.805636367938429,0.927150720407406,"pastyr_use"
"metro2",0.972118562529924,0.899516326388042,1.05058070864583,"pastyr_use"
"incomeF20k-49k2",0.896495765319058,0.821136849917834,0.978770660841034,"pastyr_use"
"incomeF50k-74k2",0.950996407973112,0.852294162229803,1.0611291359918,"pastyr_use"
"incomeF75k+2",0.919960812187804,0.8176774712863,1.03503878446091,"pastyr_use"
"(Intercept)3",0.0262985369100545,0.0163266521279785,0.042360983635114,"pastyr_misuse"
"sexMen3",1.21591722713473,1.06700721045843,1.38560891505861,"pastyr_misuse"
"employmentemployed part time3",0.991714594228117,0.834378198558547,1.17871948009201,"pastyr_misuse"
"employmentother3",0.962777285761218,0.825005692134874,1.12355600793382,"pastyr_misuse"
"employmentunemployed3",1.60379809040036,1.31709232497021,1.95291420806816,"pastyr_misuse"
"edhigh school grad3",1.22781311275803,0.995750573435473,1.51395849530811,"pastyr_misuse"
"edless than high school3",1.31059080585342,1.0075674039045,1.70474774564096,"pastyr_misuse"
"edsome col/assoc dg3",1.59857227549451,1.33096958058183,1.91997875628576,"pastyr_misuse"
"raceBlack3",1.50877020673572,0.945638914679538,2.40724815930907,"pastyr_misuse"
"racehispanic3",1.60949993879516,0.971367115372616,2.66684965136781,"pastyr_misuse"
"racemore than one3",2.55513525831992,1.39915704915373,4.66617824800899,"pastyr_misuse"
"raceNative Am/AK/pac isl3",1.95181483993634,1.09561766459971,3.47710820342384,"pastyr_misuse"
"raceNHW3",2.49909795941062,1.65420039283504,3.77553447440944,"pastyr_misuse"
"age22-293",1.26559459480644,1.08336105151626,1.47848187468206,"pastyr_misuse"
"age30-493",1.04592838296283,0.90450465190589,1.20946440682436,"pastyr_misuse"
"age50+3",0.449832188475498,0.371259888907147,0.545033287555781,"pastyr_misuse"
"hasInsurance3",0.833909168455637,0.6715880551909,1.03546287915544,"pastyr_misuse"
"marStat3",0.679212896873028,0.589739839222587,0.782260462319775,"pastyr_misuse"
"metro3",1.02058823273212,0.873722445978883,1.19214098892046,"pastyr_misuse"
"incomeF20k-49k3",0.85528220406179,0.737041011896592,0.992492462125601,"pastyr_misuse"
"incomeF50k-74k3",0.952853755029578,0.782843219051495,1.15978558206588,"pastyr_misuse"
"incomeF75k+3",0.865298701000777,0.747537465768555,1.00161112484688,"pastyr_misuse"
"(Intercept)4",0.00964620219835996,0.00161139868692307,0.0577443792195957,"dependence"
"sexMen4",1.59320783042444,1.14098629542818,2.22466404819805,"dependence"
"employmentemployed part time4",0.82127620687017,0.496295536937427,1.35905837907242,"dependence"
"employmentother4",1.17018942601465,0.767017821264259,1.785282238292,"dependence"
"employmentunemployed4",2.28149324845897,1.35039890096694,3.8545732220581,"dependence"
"edhigh school grad4",1.23140764011514,0.811888821243489,1.86770003041977,"dependence"
"edless than high school4",1.46220256050078,0.819607479202723,2.6086100751726,"dependence"
"edsome col/assoc dg4",1.50125929920674,0.909731860052443,2.47741074312246,"dependence"
"raceBlack4",1.99798865343947,0.389448902225856,10.2502758037248,"dependence"
"racehispanic4",0.946361437240031,0.178609230543227,5.01429834936925,"dependence"
"racemore than one4",3.00788824758239,0.503695152802479,17.9620384663343,"dependence"
"raceNative Am/AK/pac isl4",3.79445370280708,0.621425192836019,23.1691264994235,"dependence"
"raceNHW4",3.98913675239372,0.850548015203214,18.7093635454505,"dependence"
"age22-294",1.24180428812744,0.790733450372142,1.95018674028012,"dependence"
"age30-494",0.976734034680519,0.604449310034522,1.57831162789945,"dependence"
"age50+4",0.491782610186447,0.281672638580768,0.858621330422357,"dependence"
"hasInsurance4",0.491922312341934,0.279964563766928,0.864350681114382,"dependence"
"marStat4",0.742327722720698,0.502567838099379,1.09646978207692,"dependence"
"metro4",0.892912798896781,0.637112426723786,1.25141691323397,"dependence"
"incomeF20k-49k4",0.984746916325359,0.691725628033414,1.40189469626743,"dependence"
"incomeF50k-74k4",0.975158242532925,0.574999780052275,1.6537981943114,"dependence"
"incomeF75k+4",0.527203070644686,0.276245429896039,1.006145433073,"dependence"
"(Intercept)5",0.316067469518225,0.104777242980487,0.953438384576115,"srcOneDoc"
"sexMen5",0.870366989584118,0.645575736523651,1.1734311773193,"srcOneDoc"
"employmentemployed part time5",0.718159709883396,0.474846643580424,1.08614723484394,"srcOneDoc"
"employmentother5",1.20898369474572,0.8307764356451,1.759368118122,"srcOneDoc"
"employmentunemployed5",0.599160571923002,0.370183650886825,0.96977105846539,"srcOneDoc"
"edhigh school grad5",0.733798386785233,0.464988732937432,1.15800670921002,"srcOneDoc"
"edless than high school5",0.638598895812852,0.376914380496194,1.08196601359844,"srcOneDoc"
"edsome col/assoc dg5",0.778296900703843,0.542842023303047,1.11587909491496,"srcOneDoc"
"raceBlack5",1.27161827550648,0.568546149467447,2.84411923309429,"srcOneDoc"
"racehispanic5",0.783978568773415,0.344304460563644,1.78511308070143,"srcOneDoc"
"racemore than one5",1.64137575729562,0.576681780973479,4.67175219596833,"srcOneDoc"
"raceNative Am/AK/pac isl5",0.576535732238124,0.211021056735057,1.57516721643888,"srcOneDoc"
"raceNHW5",0.803968207537059,0.3535594590783,1.8281645763781,"srcOneDoc"
"age22-295",1.07857438967743,0.681094492854539,1.70801955715781,"srcOneDoc"
"age30-495",1.3271269663879,0.805754543945769,2.18585920259173,"srcOneDoc"
"age50+5",1.94857785151558,1.07797507048589,3.52230375949755,"srcOneDoc"
"hasInsurance5",1.43497750454002,0.886395513274898,2.32307182030749,"srcOneDoc"
"marStat5",1.50206605528681,1.09734273904461,2.05605992928811,"srcOneDoc"
"metro5",1.56991164799223,1.07526437354668,2.29210847409767,"srcOneDoc"
"incomeF20k-49k5",0.709463966803662,0.491093917139495,1.02493454434259,"srcOneDoc"
"incomeF50k-74k5",0.670854955508824,0.416906885044097,1.07948893979802,"srcOneDoc"
"incomeF75k+5",0.825596503931899,0.54525174868236,1.2500823499452,"srcOneDoc"
"(Intercept)6",0.0102547887196715,0.000205496413191982,0.511739791715277,"srcMultDocs"
"sexMen6",0.913364190725192,0.437527453761247,1.90670125434989,"srcMultDocs"
"employmentemployed part time6",0.875245758413989,0.151674778435568,5.05064286576231,"srcMultDocs"
"employmentother6",0.668881668400101,0.118771302296322,3.76692582864403,"srcMultDocs"
"employmentunemployed6",1.05546734323738,0.24468029707298,4.55292610793385,"srcMultDocs"
"edhigh school grad6",0.237600671129469,0.0418369407516637,1.3493835329948,"srcMultDocs"
"edless than high school6",0.986094089858559,0.199272610919861,4.87965480838223,"srcMultDocs"
"edsome col/assoc dg6",0.385352591944342,0.0843408751125198,1.76067203381649,"srcMultDocs"
"raceBlack6",0.575281514168944,0.0721895279944965,4.58444361306454,"srcMultDocs"
"racehispanic6",0.498230045608462,0.0509186546527763,4.87509302906289,"srcMultDocs"
"racemore than one6",0.24429298575246,0.0149285604166025,3.99764352505691,"srcMultDocs"
"raceNative Am/AK/pac isl6",0.507004730310015,0.0196991394645584,13.0489860747069,"srcMultDocs"
"raceNHW6",0.179280899171217,0.0218480630177226,1.47114372480377,"srcMultDocs"
"age22-296",0.0549523178100932,0.0120644163621002,0.250302803058747,"srcMultDocs"
"age30-496",0.339134042185885,0.104080860887901,1.105024474127,"srcMultDocs"
"age50+6",1.66720574943207,0.475861383577756,5.8411443055983,"srcMultDocs"
"hasInsurance6",1.60740102272584,0.46953602378437,5.50274721635974,"srcMultDocs"
"marStat6",0.147023258788966,0.0252971286002742,0.854477951489439,"srcMultDocs"
"metro6",1.77558791740695,0.457626697660357,6.88926688184926,"srcMultDocs"
"incomeF20k-49k6",31.844515335044,5.36091434783171,189.160484784468,"srcMultDocs"
"incomeF50k-74k6",4.37120222297719,0.573521494282445,33.3159420608408,"srcMultDocs"
"incomeF75k+6",7.80555707417664,0.744286943071499,81.8591832160842,"srcMultDocs"
"(Intercept)7",0.0112235591544417,0.00138445144770818,0.0909878640394207,"srcDrugDeal"
"sexMen7",1.56199237757409,1.01344601305027,2.40744958900788,"srcDrugDeal"
"employmentemployed part time7",0.968845947251089,0.480157877761142,1.95490382013852,"srcDrugDeal"
"employmentother7",0.845162915846398,0.413281229790461,1.7283638908163,"srcDrugDeal"
"employmentunemployed7",1.29173696700134,0.699205229483537,2.38640147635955,"srcDrugDeal"
"edhigh school grad7",9.43963961182168,2.76360094390528,32.243003895908,"srcDrugDeal"
"edless than high school7",10.3558984583456,2.77772720414058,38.6087707675907,"srcDrugDeal"
"edsome col/assoc dg7",5.89097068772781,1.79015544308031,19.385766625916,"srcDrugDeal"
"raceBlack7",0.997235096296507,0.259410176956738,3.83361149879387,"srcDrugDeal"
"racehispanic7",1.64946574939226,0.413155956058295,6.58525483784695,"srcDrugDeal"
"racemore than one7",2.05390776896551,0.372169246992705,11.3349965304887,"srcDrugDeal"
"raceNative Am/AK/pac isl7",1.40817259842579,0.214895082931421,9.22752647434961,"srcDrugDeal"
"raceNHW7",1.88953826943822,0.5280374011002,6.76155678410755,"srcDrugDeal"
"age22-297",1.04577749890855,0.614726167010382,1.7790857717058,"srcDrugDeal"
"age30-497",0.913270162937798,0.53541548093262,1.55778534654921,"srcDrugDeal"
"age50+7",0.630852023118756,0.221176158961217,1.79935431079989,"srcDrugDeal"
"hasInsurance7",0.874806998896845,0.462842469957722,1.65345087150021,"srcDrugDeal"
"marStat7",0.49028130682326,0.253541821560409,0.948071439815903,"srcDrugDeal"
"metro7",0.570031940585927,0.331967717466121,0.9788193134211,"srcDrugDeal"
"incomeF20k-49k7",0.932580897231111,0.513849355913606,1.69253326849865,"srcDrugDeal"
"incomeF50k-74k7",0.97277462289559,0.465441819583328,2.03310151158483,"srcDrugDeal"
"incomeF75k+7",0.661379542480217,0.306768263023282,1.42590662704291,"srcDrugDeal"
"(Intercept)8",0.059168708502531,0.00911492489745818,0.384088306293534,"srcBoughtFrRel"
"sexMen8",1.07262585233625,0.715299959802442,1.60845279429042,"srcBoughtFrRel"
"employmentemployed part time8",1.09025169986583,0.602128165889863,1.97407933459427,"srcBoughtFrRel"
"employmentother8",1.47884749595255,0.916819567647088,2.38540929258062,"srcBoughtFrRel"
"employmentunemployed8",2.16230359310972,1.13560648456964,4.11723329542899,"srcBoughtFrRel"
"edhigh school grad8",1.03662620306983,0.540719270367365,1.98734157220046,"srcBoughtFrRel"
"edless than high school8",0.957634088550282,0.399429835266401,2.29593026505366,"srcBoughtFrRel"
"edsome col/assoc dg8",1.7518277348747,0.947873349000859,3.2376692686962,"srcBoughtFrRel"
"raceBlack8",1.91205333936184,0.242717550140397,15.0625612793555,"srcBoughtFrRel"
"racehispanic8",2.05158232699055,0.438813287825783,9.59175613225964,"srcBoughtFrRel"
"racemore than one8",1.17206859730025,0.134544393790942,10.21034587968,"srcBoughtFrRel"
"raceNative Am/AK/pac isl8",4.8954238810378,0.563150222543459,42.5555633571392,"srcBoughtFrRel"
"raceNHW8",3.04555796143575,0.447185138746157,20.7417968371481,"srcBoughtFrRel"
"age22-298",1.26634317455033,0.738817485051856,2.17052935017862,"srcBoughtFrRel"
"age30-498",0.907112093188454,0.476900756040241,1.72541632443817,"srcBoughtFrRel"
"age50+8",1.6882443904664,0.70988117465282,4.01499465503534,"srcBoughtFrRel"
"hasInsurance8",0.602957312021221,0.346068977850582,1.05053484533024,"srcBoughtFrRel"
"marStat8",0.410268209925178,0.208338002385855,0.807917912947396,"srcBoughtFrRel"
"metro8",0.714557166805502,0.405469201236101,1.25926196879203,"srcBoughtFrRel"
"incomeF20k-49k8",0.920321865062925,0.487154606145292,1.73865201032357,"srcBoughtFrRel"
"incomeF50k-74k8",0.906462621280628,0.51684468524147,1.58978994510713,"srcBoughtFrRel"
"incomeF75k+8",0.979401718516627,0.48509329027074,1.97740876955432,"srcBoughtFrRel"
"(Intercept)9",9.9011455127067e-08,2.81789500537747e-08,3.47893311414065e-07,"srcTookFrRel"
"sexMen9",0.67620219434596,0.409510559234884,1.11657537840441,"srcTookFrRel"
"employmentemployed part time9",0.958882632606734,0.418958748359168,2.19462156290046,"srcTookFrRel"
"employmentother9",1.55218676611623,0.841977037519678,2.86146016998718,"srcTookFrRel"
"employmentunemployed9",2.34673001793931,1.14321164525512,4.81725479263153,"srcTookFrRel"
"edhigh school grad9",0.407960919976366,0.184907234490179,0.900084373047086,"srcTookFrRel"
"edless than high school9",0.264573160125725,0.0975574144953488,0.717515500190403,"srcTookFrRel"
"edsome col/assoc dg9",0.403498283168685,0.164005989355123,0.992712919572355,"srcTookFrRel"
"raceBlack9",1925002.4075171,685592.87803547,5405006.94751222,"srcTookFrRel"
"racehispanic9",4257716.66664344,2099750.00819312,8633480.72040872,"srcTookFrRel"
"racemore than one9",3416673.58238524,1217911.03205827,9584984.50321176,"srcTookFrRel"
"raceNative Am/AK/pac isl9",4684180.01763824,956990.258638932,22927654.9469245,"srcTookFrRel"
"raceNHW9",2269581.90019727,1304504.24723264,3948628.00380324,"srcTookFrRel"
"age22-299",0.619514017154297,0.29709953353258,1.29181494459858,"srcTookFrRel"
"age30-499",0.386805143453018,0.190412965245975,0.785756467835229,"srcTookFrRel"
"age50+9",0.0653500927965158,0.0132046193428953,0.323419745591608,"srcTookFrRel"
"hasInsurance9",0.713082994190707,0.386505655640195,1.31560133515186,"srcTookFrRel"
"marStat9",1.16811379180364,0.55169243812407,2.47327992249012,"srcTookFrRel"
"metro9",1.06081271063472,0.565229333184913,1.99091508698478,"srcTookFrRel"
"incomeF20k-49k9",0.604740319525994,0.315069181036199,1.16073191563088,"srcTookFrRel"
"incomeF50k-74k9",0.729456517082085,0.35489848851233,1.49932115108188,"srcTookFrRel"
"incomeF75k+9",0.72547338907004,0.357992745723636,1.47017403155726,"srcTookFrRel"
"(Intercept)10",0.257737206246088,0.0788834669119235,0.8421088738114,"gotFrRel"
"sexMen10",1.12856620182642,0.848065048191042,1.50184431562377,"gotFrRel"
"employmentemployed part time10",1.32069395985325,0.921306321739237,1.89321672329361,"gotFrRel"
"employmentother10",0.673184909894285,0.507585486613024,0.892811033533102,"gotFrRel"
"employmentunemployed10",0.867974926036772,0.603589285946619,1.24816740417617,"gotFrRel"
"edhigh school grad10",1.0614507609675,0.752287626044586,1.49766881569272,"gotFrRel"
"edless than high school10",0.815387951356142,0.521918223854552,1.27387295715899,"gotFrRel"
"edsome col/assoc dg10",1.00027171953629,0.722713607246216,1.38442600619697,"gotFrRel"
"raceBlack10",1.39704117543604,0.499536802503921,3.90706757956714,"gotFrRel"
"racehispanic10",1.50810626238246,0.536519666092448,4.23914469939542,"gotFrRel"
"racemore than one10",1.18966229521883,0.318139139115268,4.44867104563502,"gotFrRel"
"raceNative Am/AK/pac isl10",1.07708114970401,0.225707155924427,5.13986274957166,"gotFrRel"
"raceNHW10",1.69840128414887,0.615919870451184,4.68334772165327,"gotFrRel"
"age22-2910",1.40573765197007,1.04133883359527,1.89765164076688,"gotFrRel"
"age30-4910",1.24023786279819,0.900415995200828,1.70831034157179,"gotFrRel"
"age50+10",0.690670532999302,0.449872359071097,1.06035806720491,"gotFrRel"
"hasInsurance10",1.03996205762372,0.708720694203624,1.52601876894853,"gotFrRel"
"marStat10",1.34804113176799,0.977219529082917,1.85957693113615,"gotFrRel"
"metro10",0.95199994119636,0.695205229895661,1.30364941036749,"gotFrRel"
"incomeF20k-49k10",1.35155934739399,1.0175605288798,1.7951882150333,"gotFrRel"
"incomeF50k-74k10",1.24335779594587,0.834039738482496,1.85355509744914,"gotFrRel"
"incomeF75k+10",1.27726306646158,0.93630114850444,1.74238912720837,"gotFrRel"
"(Intercept)11",0.0791798625624248,0.0200995607757758,0.311919782991502,"rsnPain"
"sexMen11",0.814257190712897,0.57065218774385,1.16185443054022,"rsnPain"
"employmentemployed part time11",1.23476898877845,0.729732632935523,2.08933297873177,"rsnPain"
"employmentother11",0.975332904102429,0.631384569093456,1.50664796130625,"rsnPain"
"employmentunemployed11",1.12593065676789,0.617126659341779,2.05422958911208,"rsnPain"
"edhigh school grad11",0.833020032359394,0.51043270405919,1.35947867131879,"rsnPain"
"edless than high school11",0.69215701452729,0.379855287416074,1.2612206506805,"rsnPain"
"edsome col/assoc dg11",1.10112175756282,0.671243296226454,1.80630351438055,"rsnPain"
"raceBlack11",1.88838352957805,0.705590032760789,5.0539154313573,"rsnPain"
"racehispanic11",0.706632157637744,0.185431714302937,2.69279183490709,"rsnPain"
"racemore than one11",3.28956968633108,0.743599394706981,14.5525518152049,"rsnPain"
"raceNative Am/AK/pac isl11",0.439625031931846,0.0799915528722862,2.41613222598204,"rsnPain"
"raceNHW11",1.53878602165729,0.554135864437361,4.27307195294435,"rsnPain"
"age22-2911",1.47622024002832,0.894020207414505,2.43755809879461,"rsnPain"
"age30-4911",1.87535386257918,1.07994406207577,3.25660581264802,"rsnPain"
"age50+11",1.53655798043963,0.805380104460985,2.9315479910357,"rsnPain"
"hasInsurance11",1.2543315218362,0.814921051078131,1.93067483603522,"rsnPain"
"marStat11",0.787985400408447,0.52742549723246,1.17726767953957,"rsnPain"
"metro11",0.828797359425412,0.534001126185501,1.28633635643667,"rsnPain"
"incomeF20k-49k11",1.47773671555343,0.881277815649512,2.477885817295,"rsnPain"
"incomeF50k-74k11",0.90429202728355,0.469882241823601,1.74031703653015,"rsnPain"
"incomeF75k+11",0.962426200406622,0.565765604026425,1.63718717546121,"rsnPain"
"(Intercept)12",9.74435889299372e-09,1.60199895387453e-09,5.92712810491028e-08,"rsnEmot"
"sexMen12",0.540143481111965,0.236165534464337,1.23538339685975,"rsnEmot"
"employmentemployed part time12",1.12864275547127,0.482987032738028,2.63740925352897,"rsnEmot"
"employmentother12",0.378258708058674,0.115297161129297,1.24096420779836,"rsnEmot"
"employmentunemployed12",0.83272221188015,0.370496541525106,1.87161337405245,"rsnEmot"
"edhigh school grad12",1.03188038364495,0.34415399962961,3.0938972881245,"rsnEmot"
"edless than high school12",0.142543363175183,0.0229398376627497,0.885734706758024,"rsnEmot"
"edsome col/assoc dg12",0.848341844281907,0.244191744663171,2.9472080874492,"rsnEmot"
"raceBlack12",2539034.06378889,848135.158254147,7601021.97667478,"rsnEmot"
"racehispanic12",2680329.68235926,1110491.51018554,6469358.06374222,"rsnEmot"
"racemore than one12",6110765.43534992,1843704.76168213,20253489.0520098,"rsnEmot"
"raceNative Am/AK/pac isl12",4553568.05753748,692435.186752764,29945015.0011356,"rsnEmot"
"raceNHW12",3718208.27935697,1955899.92706125,7068394.76672558,"rsnEmot"
"age22-2912",0.435158490099836,0.208312890341044,0.909031175151716,"rsnEmot"
"age30-4912",0.362256322384896,0.161710417154625,0.811510139030499,"rsnEmot"
"age50+12",0.24128953652106,0.0190031464164901,3.06373687591161,"rsnEmot"
"hasInsurance12",0.803488485537973,0.421848288284566,1.53039318712752,"rsnEmot"
"marStat12",0.565921996772194,0.154700165413045,2.07024798955788,"rsnEmot"
"metro12",1.72336844172258,0.631240428547308,4.70501991255576,"rsnEmot"
"incomeF20k-49k12",2.67152138978151,1.24037190781404,5.75394080686494,"rsnEmot"
"incomeF50k-74k12",2.27756686100369,0.836506061961946,6.20116343708959,"rsnEmot"
"incomeF75k+12",3.27439019409312,1.36836367219343,7.83536669457679,"rsnEmot"
"(Intercept)13",0.00396681018740271,0.000415964771326037,0.0378291243576207,"rsnHigh"
"sexMen13",2.13642712710865,1.41270920595045,3.23089907690869,"rsnHigh"
"employmentemployed part time13",0.993938524488333,0.54736066132509,1.80486808838332,"rsnHigh"
"employmentother13",1.44090290765228,0.772196403794331,2.68869575030262,"rsnHigh"
"employmentunemployed13",3.22913529013011,1.56385568587007,6.66769626902134,"rsnHigh"
"edhigh school grad13",0.454398452781465,0.231098772677195,0.893461923221042,"rsnHigh"
"edless than high school13",0.301598447262545,0.131782122332305,0.690242513789597,"rsnHigh"
"edsome col/assoc dg13",0.476066488129595,0.26420789277759,0.857806701902091,"rsnHigh"
"raceBlack13",4.5387247309711,0.437959219453135,47.0363935008634,"rsnHigh"
"racehispanic13",10.3862644193215,1.04639572552788,103.091484374751,"rsnHigh"
"racemore than one13",15.1392704751812,1.25841135864077,182.132423509155,"rsnHigh"
"raceNative Am/AK/pac isl13",32.5362376007136,2.60608997952029,406.204991204851,"rsnHigh"
"raceNHW13",27.6799981611597,3.66511553285815,209.047243213181,"rsnHigh"
"age22-2913",0.744159740696061,0.408146319962206,1.3568019423135,"rsnHigh"
"age30-4913",0.418885104256548,0.22141414154855,0.792473007102596,"rsnHigh"
"age50+13",0.173643422220036,0.0553490281077411,0.544761834328736,"rsnHigh"
"hasInsurance13",0.78129778603456,0.355706792333615,1.71609382676615,"rsnHigh"
"marStat13",1.05704662272643,0.544069254774106,2.05368627764357,"rsnHigh"
"metro13",1.22529010884291,0.649702527669841,2.31080500211815,"rsnHigh"
"incomeF20k-49k13",1.26789349682041,0.615841077733181,2.61033889651638,"rsnHigh"
"incomeF50k-74k13",1.91104197610819,0.861032139596568,4.24151581166139,"rsnHigh"
"incomeF75k+13",1.1221074094836,0.558288737964069,2.25532946089812,"rsnHigh"
"(Intercept)14",0.0044490004322575,0.000362483517221987,0.0546055307505353,"rsnRelax"
"sexMen14",0.824010058253718,0.452204704191078,1.50151595021088,"rsnRelax"
"employmentemployed part time14",0.874014252680897,0.442178057081864,1.72758666255553,"rsnRelax"
"employmentother14",1.14130392287381,0.4435783490727,2.93651538018071,"rsnRelax"
"employmentunemployed14",0.968457997827698,0.374094481903123,2.50714976811478,"rsnRelax"
"edhigh school grad14",0.407703060451923,0.163422036521576,1.01713201621936,"rsnRelax"
"edless than high school14",0.618177980096046,0.22865436929943,1.67127361810961,"rsnRelax"
"edsome col/assoc dg14",1.16492083725495,0.561042055652527,2.41878579938619,"rsnRelax"
"raceBlack14",1.95900158378232,0.216589700380324,17.7186966809723,"rsnRelax"
"racehispanic14",1.28723489654436,0.135587564570588,12.2206906225455,"rsnRelax"
"racemore than one14",0.755226060688393,0.0771618345599255,7.39182014004539,"rsnRelax"
"raceNative Am/AK/pac isl14",1.081207716749,0.0910049586647933,12.8455651638007,"rsnRelax"
"raceNHW14",1.94272419706377,0.262185791870068,14.3950489419634,"rsnRelax"
"age22-2914",1.14240096371024,0.619603785707593,2.10631373143672,"rsnRelax"
"age30-4914",0.553391176805433,0.243756767025429,1.25634171433753,"rsnRelax"
"age50+14",0.236115422845437,0.0647897327541579,0.860483452170155,"rsnRelax"
"hasInsurance14",1.90705687950071,0.839307742497483,4.33317334929972,"rsnRelax"
"marStat14",1.124298114425,0.544355957812157,2.3220950041219,"rsnRelax"
"metro14",2.87993976621292,1.10767855375323,7.48777976147607,"rsnRelax"
