"","Estimate","Std. Error","t value","Pr(t)","outcome"
"edsome col/assoc dg2",0.342003283237903,0.0420471943216242,8.13379557793743,5.71807785221006e-09,"pastyr_use"
"raceBlack2",0.725199473429087,0.0953188895367003,7.60814018033504,2.18059321489817e-08,"pastyr_use"
"racehispanic2",0.435788525593762,0.0939861348745654,4.63673206878194,6.95481868202694e-05,"pastyr_use"
"racemore than one2",0.936464062006341,0.136300982155131,6.87055989765724,1.50938151758023e-07,"pastyr_use"
"raceNative Am/AK/pac isl2",0.959110225720157,0.134055799577983,7.15455973362958,7.11296678043492e-08,"pastyr_use"
"raceNHW2",0.796153874052939,0.082359346818072,9.66683084327522,1.41556261889046e-10,"pastyr_use"
"age22-292",0.329780955691491,0.0549591800390063,6.00047081229077,1.59073480425966e-06,"pastyr_use"
"age30-492",0.558985068286651,0.0482855389848262,11.5766558692099,2.1570896418744e-12,"pastyr_use"
"age50+2",0.462437545417369,0.0567713175929144,8.14561939064606,5.55072400708468e-09,"pastyr_use"
"hasInsurance2",0.238534901838561,0.0562110331744951,4.2435601761327,0.000205752007328023,"pastyr_use"
"marStat2",-0.145880965938686,0.0358383262633833,-4.07052954612268,0.000330227138489233,"pastyr_use"
"metro2",-0.0282775040489544,0.0396030599566103,-0.714023211336086,0.4809207049108,"pastyr_use"
"incomeF20k-49k2",-0.109261709518593,0.0447986737140988,-2.43894964873049,0.0210848132296797,"pastyr_use"
"incomeF50k-74k2",-0.0502449935489143,0.0559084545552634,-0.89870117048664,0.376213495248446,"pastyr_use"
"incomeF75k+2",-0.0834242052943019,0.0601353418472612,-1.38727415080124,0.175928180066233,"pastyr_use"
"(Intercept)3",-3.63824197214228,0.243226119577623,-14.9582700182871,3.6092463038703e-15,"pastyr_misuse"
"sexMen3",0.195498711436608,0.0666547867600145,2.93300332863543,0.00649513849914891,"pastyr_misuse"
"employmentemployed part time3",-0.00831992052432078,0.0881386519144026,-0.0943958223050748,0.925443944864146,"pastyr_misuse"
"employmentother3",-0.0379331652073304,0.0787931967753708,-0.481426909425606,0.633826079898488,"pastyr_misuse"
"employmentunemployed3",0.472374622718155,0.100485570900537,4.70091992795387,5.82114220476352e-05,"pastyr_misuse"
"edhigh school grad3",0.205234629835339,0.106886204300369,1.92012272471192,0.0647265227785446,"pastyr_misuse"
"edless than high school3",0.270478032379224,0.134155076171776,2.01615950806734,0.0531301744968103,"pastyr_misuse"
"edsome col/assoc dg3",0.46911090306834,0.0934727474181776,5.01869171524011,2.40819675267342e-05,"pastyr_misuse"
"raceBlack3",0.411294886371049,0.238366301527658,1.72547412841125,0.0950848562834039,"pastyr_misuse"
"racehispanic3",0.475923533729486,0.257644701726231,1.84720869686346,0.074942844829268,"pastyr_misuse"
"racemore than one3",0.938105160931536,0.307268510109205,3.05304686314302,0.0048152882070037,"pastyr_misuse"
"raceNative Am/AK/pac isl3",0.66875962690174,0.294618345010331,2.26991848344776,0.0308238967151148,"pastyr_misuse"
"raceNHW3",0.915929850528563,0.2105202483465,4.35079218138207,0.000153235695680127,"pastyr_misuse"
"age22-293",0.235542047167552,0.0793248013905769,2.96933674006693,0.00593557503935357,"pastyr_misuse"
"age30-493",0.0449048957679637,0.074120100167601,0.605839653028321,0.549334092326506,"pastyr_misuse"
"age50+3",-0.798880680266567,0.0979468366157429,-8.15626831727778,5.4042791016776e-09,"pastyr_misuse"
"hasInsurance3",-0.18163079327925,0.11045067560702,-1.64445162767031,0.110881620203227,"pastyr_misuse"
"marStat3",-0.386820655836318,0.0720692497809549,-5.36734678121403,9.14046500414041e-06,"pastyr_misuse"
"metro3",0.0203791598263381,0.0792727225314443,0.257076572818027,0.798934925496046,"pastyr_misuse"
"incomeF20k-49k3",-0.156323801274099,0.0759136092103835,-2.05923289513044,0.0485510674166464,"pastyr_misuse"
"incomeF50k-74k3",-0.0482938445753239,0.100271735150012,-0.481629688596427,0.633683735190194,"pastyr_misuse"
"incomeF75k+3",-0.144680512583125,0.0746393005762463,-1.93839587812495,0.0623639286514023,"pastyr_misuse"
"(Intercept)4",-4.64119099566827,0.913007456226462,-5.08340973999348,2.01168131177894e-05,"dependence"
"sexMen4",0.46574948721689,0.170338041954214,2.73426582737214,0.0105470588617155,"dependence"
"employmentemployed part time4",-0.196895798739437,0.256988339751993,-0.766166274039717,0.449769203446057,"dependence"
"employmentother4",0.157165638281485,0.215519715909633,0.729240188620997,0.471703864300268,"dependence"
"employmentunemployed4",0.824830162125614,0.267571310116128,3.08265546768684,0.00446957593937863,"dependence"
"edhigh school grad4",0.208157937889514,0.21252931636545,0.979431644769334,0.335467356362277,"dependence"
"edless than high school4",0.379943902004515,0.295349120595718,1.28642300081399,0.208471066218925,"dependence"
"edsome col/assoc dg4",0.406304288702105,0.255570854785121,1.58979117178177,0.12272593565727,"dependence"
"raceBlack4",0.692141001251014,0.834282478938302,0.829624280413781,0.413528515675563,"dependence"
"racehispanic4",-0.0551307139359279,0.850742272979973,-0.0648030733712296,0.948775450759044,"dependence"
"racemore than one4",1.10123825366287,0.911762826877942,1.20781218667768,0.236877674053001,"dependence"
"raceNative Am/AK/pac isl4",1.33354044865604,0.923119100000059,1.44460281306709,0.159288346589457,"dependence"
"raceNHW4",1.3835748547106,0.788509013622332,1.7546722114876,0.0898773149582086,"dependence"
"age22-294",0.216565393097341,0.230289812822938,0.94040370454359,0.354778335718383,"dependence"
"age30-494",-0.0235408905293856,0.244849691151102,-0.096144252495128,0.924067348651723,"dependence"
"age50+4",-0.709718509348496,0.284337484516696,-2.49604272385979,0.0184936138254318,"dependence"
"hasInsurance4",-0.709434476701659,0.287585776851862,-2.46686218097321,0.019778993075472,"dependence"
"marStat4",-0.297964458498634,0.199013957167613,-1.49720382800932,0.14514622386625,"dependence"
"metro4",-0.113266352485339,0.172218874983673,-0.657688377630366,0.515925312595675,"dependence"
"incomeF20k-49k4",-0.0153706085649571,0.180204987178394,-0.08529513420037,0.932612911013686,"dependence"
"incomeF50k-74k4",-0.0251555211197464,0.269510105159843,-0.0933379514835889,0.926276955496745,"dependence"
"incomeF75k+4",-0.640169471370957,0.32974896649975,-1.94138431476006,0.0619847692243104,"dependence"
"(Intercept)5",-1.15179957705186,0.563336423253233,-2.0446034190374,0.0500656779640859,"srcOneDoc"
"sexMen5",-0.138840329169369,0.152437707402776,-0.910800428154694,0.3699094083001,"srcOneDoc"
"employmentemployed part time5",-0.331063297505886,0.211075350595256,-1.56846025162224,0.127621987420525,"srcOneDoc"
"employmentother5",0.189780084979034,0.191419147888209,0.991437309552063,0.329672842217991,"srcOneDoc"
"employmentunemployed5",-0.512225650140714,0.245683286221586,-2.08490230661735,0.0459911168635357,"srcOneDoc"
"edhigh school grad5",-0.309520965502684,0.232770164159316,-1.32972783097252,0.193973110531886,"srcOneDoc"
"edless than high school5",-0.44847872777772,0.269014380440307,-1.66711804418662,0.106256444957229,"srcOneDoc"
"edsome col/assoc dg5",-0.250647207160348,0.183824667291129,-1.36351236672383,0.183213135419496,"srcOneDoc"
"raceBlack5",0.240290322007287,0.410703012830722,0.585070755510446,0.563025252311075,"srcOneDoc"
"racehispanic5",-0.243373594753553,0.419831877015184,-0.579692986830417,0.566598405048481,"srcOneDoc"
"racemore than one5",0.495534766575723,0.533682988844553,0.928518946516502,0.360802917657162,"srcOneDoc"
"raceNative Am/AK/pac isl5",-0.550717959861394,0.512805032949035,-1.07393243918518,0.291707963738871,"srcOneDoc"
"raceNHW5",-0.218195553449365,0.419144463750433,-0.520573626326801,0.606615956146029,"srcOneDoc"
"age22-295",0.0756401595981415,0.234542261824851,0.322501194495291,0.749386650061631,"srcOneDoc"
"age30-495",0.28301643004055,0.254592713376368,1.11164387341346,0.275422624426903,"srcOneDoc"
"age50+5",0.667099799586907,0.302054250866888,2.20854299408913,0.0352649919142221,"srcOneDoc"
"hasInsurance5",0.36114917280998,0.245790841745271,1.46933535133202,0.152507610637887,"srcOneDoc"
"marStat5",0.406841530595174,0.160181496974315,2.53987843964532,0.0167066590275489,"srcOneDoc"
"metro5",0.451019342612523,0.19309170238484,2.33577795960192,0.0266257892179909,"srcOneDoc"
"incomeF20k-49k5",-0.343245570417802,0.187694429434866,-1.82874671055123,0.0777397372331631,"srcOneDoc"
"incomeF50k-74k5",-0.399202327062567,0.24270346601461,-1.64481510551867,0.110806151714881,"srcOneDoc"
"incomeF75k+5",-0.191649118842415,0.211666413880637,-0.905429989240003,0.372699003338281,"srcOneDoc"
"(Intercept)6",-4.58001049033493,1.99497109066347,-2.29577787456145,0.0291088958022555,"srcMultDocs"
"sexMen6",-0.0906205833733081,0.375514675846652,-0.241323679744316,0.811002439458421,"srcMultDocs"
"employmentemployed part time6",-0.133250565301362,0.89428485138666,-0.149002373343065,0.882583111755481,"srcMultDocs"
"employmentother6",-0.402148112824433,0.881856689819798,-0.456024337590056,0.651769214678773,"srcMultDocs"
"employmentunemployed6",0.0539836482135613,0.745823132579925,0.0723813004121003,0.942795375764478,"srcMultDocs"
"edhigh school grad6",-1.43716386687866,0.886144708020076,-1.62181622693401,0.115666159112483,"srcMultDocs"
"edless than high school6",-0.0140035031122158,0.81587110635779,-0.0171638669430644,0.986423433066122,"srcMultDocs"
"edsome col/assoc dg6",-0.953596540572524,0.775163281632189,-1.23018796577235,0.228512949899008,"srcMultDocs"
"raceBlack6",-0.552895768135765,1.058980947337,-0.522101714413394,0.605565022394029,"srcMultDocs"
"racehispanic6",-0.69669336964563,1.16371146347024,-0.598682226235068,0.554032809766999,"srcMultDocs"
"racemore than one6",-1.40938701274561,1.42609359334071,-0.988285074224361,0.331187620440322,"srcMultDocs"
"raceNative Am/AK/pac isl6",-0.679234945434448,1.65714544061999,-0.409882517722961,0.684904300494939,"srcMultDocs"
"raceNHW6",-1.71880143404456,1.07391849697379,-1.6004952320758,0.120327834218867,"srcMultDocs"
"age22-296",-2.90128941867461,0.773588468371645,-3.75043002487051,0.000784296431374711,"srcMultDocs"
"age30-496",-1.08135984507539,0.602678078601657,-1.79425780274666,0.0832045791032215,"srcMultDocs"
"age50+6",0.511149021126666,0.639694254153787,0.799052074967962,0.430756341291334,"srcMultDocs"
"hasInsurance6",0.47461860305722,0.627883404014713,0.755902449439638,0.455804309063254,"srcMultDocs"
"marStat6",-1.91716448166516,0.897924612884021,-2.13510628192657,0.0413279183204918,"srcMultDocs"
"metro6",0.574131589160126,0.691764286325639,0.82995263055523,0.413345844720006,"srcMultDocs"
"incomeF20k-49k6",3.46086516420819,0.909062937097754,3.80706882106231,0.000673757552432381,"srcMultDocs"
"incomeF50k-74k6",1.47503807950494,1.03624248175365,1.42344876366071,0.165276544687102,"srcMultDocs"
"incomeF75k+6",2.05483592543405,1.19908558846156,1.7136691035295,0.0972613796610079,"srcMultDocs"
"(Intercept)7",-4.48974021399881,1.06772934959155,-4.20494221285225,0.000228729283296209,"srcDrugDeal"
"sexMen7",0.445962171491432,0.220721277149276,2.02047658137563,0.0526546930131508,"srcDrugDeal"
"employmentemployed part time7",-0.0316496608952423,0.358165079460382,-0.0883661269907336,0.930193096500625,"srcDrugDeal"
"employmentother7",-0.168225870390237,0.365007270137783,-0.460883615624245,0.648319964026771,"srcDrugDeal"
"employmentunemployed7",0.255987798721713,0.31316839441622,0.817412623003998,0.420357894196421,"srcDrugDeal"
"edhigh school grad7",2.24491780271486,0.626737681519953,3.58190973497958,0.00122829008508495,"srcDrugDeal"
"edless than high school7",2.33755625673747,0.67140173302186,3.48160593243712,0.00159990074964854,"srcDrugDeal"
"edsome col/assoc dg7",1.77342078675528,0.607724601247108,2.91813229728738,0.00673826199426827,"srcDrugDeal"
"raceBlack7",-0.0027687331099937,0.687041217442132,-0.00402993741816793,0.996812178683838,"srcDrugDeal"
"racehispanic7",0.500451447234641,0.706330115186085,0.708523446013335,0.484277119615182,"srcDrugDeal"
"racemore than one7",0.719744207365528,0.871521509568162,0.825847898719288,0.415633043164787,"srcDrugDeal"
"raceNative Am/AK/pac isl7",0.34229283433226,0.959149354521159,0.356871255471098,0.723771938077471,"srcDrugDeal"
"raceNHW7",0.636332497340444,0.650481677094271,0.978248150175372,0.336042283952633,"srcDrugDeal"
"age22-297",0.0447606268668252,0.271096304974761,0.165109689971585,0.870003224989382,"srcDrugDeal"
"age30-497",-0.0907235353267614,0.272448219709646,-0.332993680132861,0.741534508873273,"srcDrugDeal"
"age50+7",-0.460683955640785,0.534760765113002,-0.861476730708612,0.396042972125211,"srcDrugDeal"
"hasInsurance7",-0.133751989643576,0.32481032092434,-0.41178491269288,0.683524893119073,"srcDrugDeal"
"marStat7",-0.712775957049601,0.336460537612138,-2.1184533618955,0.0428258486077536,"srcDrugDeal"
"metro7",-0.562062883607844,0.275849287026715,-2.03757236303246,0.050808330373195,"srcDrugDeal"
"incomeF20k-49k7",-0.0697993781641425,0.304100363527716,-0.229527440725275,0.820070187554381,"srcDrugDeal"
"incomeF50k-74k7",-0.0276028547721035,0.376111666286843,-0.0733900520678135,0.941999605143262,"srcDrugDeal"
"incomeF75k+7",-0.413427409544471,0.39196396286893,-1.05475872454815,0.30024437455245,"srcDrugDeal"
"(Intercept)8",-2.8273624494283,0.954343893896181,-2.96262434067177,0.00603538683382568,"srcBoughtFrRel"
"sexMen8",0.0701097097713317,0.206719619866379,0.339153631458154,0.736937754450319,"srcBoughtFrRel"
"employmentemployed part time8",0.0864085868918532,0.302910434966609,0.28526117596899,0.777471546669833,"srcBoughtFrRel"
"employmentother8",0.391263065465941,0.243936959590596,1.6039515542155,0.119561784392852,"srcBoughtFrRel"
"employmentunemployed8",0.771174131703642,0.328581178493348,2.34698206160111,0.0259656221290222,"srcBoughtFrRel"
"edhigh school grad8",0.0359714043527199,0.332060411849242,0.108327891760404,0.914481652476819,"srcBoughtFrRel"
"edless than high school8",-0.0432895274706667,0.446144745516103,-0.0970302304481677,0.923369880341903,"srcBoughtFrRel"
"edsome col/assoc dg8",0.560659662836788,0.313370067732861,1.78912959649591,0.0840445007963668,"srcBoughtFrRel"
"raceBlack8",0.648177711395864,1.053098212246,0.615495975454614,0.543027833075406,"srcBoughtFrRel"
"racehispanic8",0.718611362238977,0.786898454896159,0.913219943142228,0.368657099452998,"srcBoughtFrRel"
"racemore than one8",0.158770219561671,1.10442401272456,0.143758391462345,0.886685587646852,"srcBoughtFrRel"
"raceNative Am/AK/pac isl8",1.58830086692955,1.10334156407949,1.43953687474346,0.160706434637862,"srcBoughtFrRel"
"raceNHW8",1.11368412294247,0.978827533338681,1.13777359648212,0.264528254133963,"srcBoughtFrRel"
"age22-298",0.236133356934134,0.274922256375338,0.85890956973579,0.397434590987131,"srcBoughtFrRel"
"age30-498",-0.0974892497463742,0.328045629247288,-0.297181980354582,0.768445937120783,"srcBoughtFrRel"
"age50+8",0.523689166775989,0.442021820914314,1.18475862954627,0.245731787437917,"srcBoughtFrRel"
"hasInsurance8",-0.505908877428829,0.283274740145479,-1.78593007328862,0.0845721834936781,"srcBoughtFrRel"
"marStat8",-0.890944162610854,0.345745814437016,-2.57687620618515,0.0153240070663462,"srcBoughtFrRel"
"metro8",-0.336092275287961,0.28909617220249,-1.16256217689577,0.254485222464143,"srcBoughtFrRel"
"incomeF20k-49k8",-0.0830318167941913,0.324568169664099,-0.255822426703525,0.799893858557842,"srcBoughtFrRel"
"incomeF50k-74k8",-0.0982054837458986,0.286641686116017,-0.342607124164593,0.734364961004579,"srcBoughtFrRel"
"incomeF75k+8",-0.0208133850527815,0.358476316890158,-0.0580606976587493,0.954098509965753,"srcBoughtFrRel"
"(Intercept)9",-16.1280302851513,0.641164998179164,-25.1542587804279,3.02638382010472e-21,"srcTookFrRel"
"sexMen9",-0.391263143599805,0.255887072772909,-1.52904615055344,0.137088618281079,"srcTookFrRel"
"employmentemployed part time9",-0.0419865967742645,0.422454813592013,-0.0993871898801779,0.921514714859827,"srcTookFrRel"
"employmentother9",0.439664753513288,0.312080882508058,1.40881668232893,0.169521862336353,"srcTookFrRel"
"employmentunemployed9",0.853022877418403,0.366935999318001,2.32471842229669,0.027292358904694,"srcTookFrRel"
"edhigh school grad9",-0.896583893537243,0.403740643990026,-2.2206926820065,0.0343426876625593,"srcTookFrRel"
"edless than high school9",-1.32963746810108,0.509028098190452,-2.6121101621459,0.0141064942658982,"srcTookFrRel"
"edsome col/assoc dg9",-0.90758304612955,0.459329504183949,-1.97588667364613,0.0577506251145309,"srcTookFrRel"
"raceBlack9",14.4704377763615,0.526743616833136,27.4715009616253,2.59645541915087e-22,"srcTookFrRel"
"racehispanic9",15.2642435808039,0.360677407590199,42.3210416277226,1.26984520430404e-27,"srcTookFrRel"
"racemore than one9",15.0441779989913,0.52630064982361,28.5847604482977,8.53723198148687e-23,"srcTookFrRel"
"raceNative Am/AK/pac isl9",15.3597014354203,0.81029700373315,18.9556438745991,6.98723855591739e-18,"srcTookFrRel"
"raceNHW9",14.6351061875583,0.282542206153255,51.7979468866327,3.90111008719723e-30,"srcTookFrRel"
"age22-299",-0.478819951608308,0.374939601325217,-1.27705889139458,0.21171218554641,"srcTookFrRel"
"age30-499",-0.949834218043069,0.361601463961178,-2.62674328703781,0.0136277400670263,"srcTookFrRel"
"age50+9",-2.72799641892032,0.815929350785354,-3.34342233956231,0.0022942153038143,"srcTookFrRel"
"hasInsurance9",-0.338157463952466,0.312480902188614,-1.08217001930042,0.288093675731232,"srcTookFrRel"
"marStat9",0.155390304149998,0.382739109169655,0.405995364537254,0.687726272478655,"srcTookFrRel"
"metro9",0.0590353224993988,0.321209500895704,0.183790710843785,0.855456726136539,"srcTookFrRel"
"incomeF20k-49k9",-0.502956137018228,0.332662696895217,-1.51191023734366,0.1413785394054,"srcTookFrRel"
"incomeF50k-74k9",-0.315455519263159,0.367592447958225,-0.858166485778862,0.397837983900902,"srcTookFrRel"
"incomeF75k+9",-0.320930886765419,0.360369718491981,-0.890560083983749,0.380494301071809,"srcTookFrRel"
"(Intercept)10",-1.35581479360763,0.60407682674876,-2.24444099421069,0.0326022941371696,"gotFrRel"
"sexMen10",0.120947979113893,0.145791412356293,0.82959604519307,0.413544226117408,"gotFrRel"
"employmentemployed part time10",0.278157325613722,0.183738083753257,1.51387953946043,0.140880073939102,"gotFrRel"
"employmentother10",-0.395735232403519,0.144061271302561,-2.74699250412962,0.0102289829451317,"gotFrRel"
"employmentunemployed10",-0.141592451793436,0.185344656112089,-0.763941376911382,0.451073377252908,"gotFrRel"
"edhigh school grad10",0.0596366148088021,0.175652799868668,0.339514171441566,0.736669012560654,"gotFrRel"
"edless than high school10",-0.204091265066051,0.22763331423815,-0.896579069496526,0.377326329212437,"gotFrRel"
"edsome col/assoc dg10",0.000271682627220404,0.165826483402024,0.00163835487339948,0.998704001016893,"gotFrRel"
"raceBlack10",0.334356554025178,0.524719110686956,0.637210551732035,0.528986589708037,"gotFrRel"
"racehispanic10",0.410854732874033,0.527309074213972,0.779153541945906,0.442201441986331,"gotFrRel"
"racemore than one10",0.173669481318314,0.672938859709091,0.258076166671948,0.798170854137195,"gotFrRel"
"raceNative Am/AK/pac isl10",0.0742547432503313,0.797347117482365,0.0931272486251556,0.926442881710842,"gotFrRel"
"raceNHW10",0.529687387499928,0.517522668705651,1.02350567333544,0.314531296048936,"gotFrRel"
"age22-2910",0.340562184207134,0.153092077883505,2.22455785377925,0.0340538546375924,"gotFrRel"
"age30-4910",0.215303186058165,0.163371160970923,1.31787755426728,0.197860882766557,"gotFrRel"
"age50+10",-0.37009236631458,0.21872800726374,-1.69202093021552,0.101361609479625,"gotFrRel"
"hasInsurance10",0.0391842294336421,0.195655637460603,0.200271405118762,0.842666178151744,"gotFrRel"
"marStat10",0.298652525205601,0.164133873278526,1.81956666981717,0.0791634530291366,"gotFrRel"
"metro10",-0.0491903059593032,0.160389618745389,-0.306692579881934,0.761268716862125,"gotFrRel"
"incomeF20k-49k10",0.301258998011455,0.144824535472387,2.08016547078029,0.0464543172316124,"gotFrRel"
"incomeF50k-74k10",0.217815619817555,0.203723054436244,1.0691751133435,0.293809820345558,"gotFrRel"
"incomeF75k+10",0.244719559328396,0.158440500016541,1.54455179895827,0.133298453444423,"gotFrRel"
"(Intercept)11",-2.5360332730669,0.699514916526467,-3.62541700420043,0.00109453249737194,"rsnPain"
"sexMen11",-0.205479003777411,0.181379036676857,-1.13287074152615,0.266548254264126,"rsnPain"
"employmentemployed part time11",0.21088389896254,0.268352363253541,0.78584699760328,0.438331242153862,"rsnPain"
"employmentother11",-0.0249764261566417,0.221873319930125,-0.112570660431401,0.911146573299937,"rsnPain"
"employmentunemployed11",0.118609944133658,0.306786727948694,0.386620193535538,0.701859803828648,"rsnPain"
"edhigh school grad11",-0.182697588653801,0.249901982313393,-0.731076988515788,0.470598294489628,"rsnPain"
"edless than high school11",-0.367942449496379,0.306139539613402,-1.20187823487624,0.239133722025731,"rsnPain"
"edsome col/assoc dg11",0.0963294397849028,0.252531711754735,0.38145482448739,0.705646422072759,"rsnPain"
"raceBlack11",0.635721187759377,0.50227560088847,1.26568200134519,0.215701367119962,"rsnPain"
"racehispanic11",-0.347245034708079,0.682575576651475,-0.508727599677044,0.614791935330032,"rsnPain"
"racemore than one11",1.1907567617947,0.758692307951954,1.56948574450304,0.127383001860833,"rsnPain"
"raceNative Am/AK/pac isl11",-0.821833115553712,0.869404303786616,-0.945283008117498,0.352324395321636,"rsnPain"
"raceNHW11",0.430993807930444,0.521100997580487,0.827083060542164,0.414943972269573,"rsnPain"
"age22-2911",0.389484929158289,0.255878084396599,1.52215040251202,0.138802077091811,"rsnPain"
"age30-4911",0.628797368324626,0.281580747022591,2.23309787680256,0.0334234155689108,"rsnPain"
"age50+11",0.429544837274834,0.329590633256968,1.30326773255093,0.202736228245402,"rsnPain"
"hasInsurance11",0.226602778750972,0.220038134592775,1.02983412020987,0.311600950891834,"rsnPain"
"marStat11",-0.23827571669634,0.204836388602697,-1.16324896333973,0.254210999460013,"rsnPain"
"metro11",-0.187779593503456,0.224278477067145,-0.837260872996019,0.409293078992657,"rsnPain"
"incomeF20k-49k11",0.390511671037834,0.263726291202906,1.48074607676252,0.149458099147721,"rsnPain"
"incomeF50k-74k11",-0.100602931725359,0.334021562855665,-0.301186937948766,0.765420987697547,"rsnPain"
